# {"t_start": 1765801489.4001868, "env_id": "Bpp-v0"} 
r,l,t
3.22,10,185.319021
2.05,5,186.188004
3.01,11,188.700655
2.36,10,190.518013
3.1,13,192.387988
2.22,8,194.431304
1.8,6,195.344315
2.8,8,197.088952
3.2,9,198.090944
2.64,9,199.830585
1.4,9,201.621256
2.18,9,203.69622
1.67,5,204.59017
3.2,13,206.504206
4.63,12,209.084852
2.46,10,210.884116
6.48,19,214.610477
5.12,13,216.457106
3.4,7,218.15111
4.84,20,221.987743
2.33,8,222.953403
2.14,8,224.642101
3.36,10,226.422808
3.64,8,227.398807
4.7,8,229.099524
2.78,9,231.123109
3.02,11,232.96078
3.0,9,234.716066
3.95,15,237.394339
2.65,9,239.161613
5.0,12,241.24133
4.01,9,243.007291
4.1,16,245.740555
4.4,9,247.549631
2.32,8,248.626604
4.0,7,250.783895
1.44,7,251.823194
3.3,8,253.515902
2.94,10,255.292643
1.24,7,256.249326
3.36,9,258.003299
7.2,13,260.943718
4.61,17,263.700937
4.93,13,266.302257
4.28,11,268.365947
3.3,6,269.286967
3.4,11,271.251348
3.0,12,273.879483
4.48,14,275.792001
5.03,14,278.73365
4.18,11,280.56736
3.06,12,283.168977
3.0,6,284.114222
3.48,13,287.019933
4.0,9,288.035975
3.08,13,290.658274
6.0,11,292.471905
3.04,8,294.179556
1.72,8,295.193173
6.4,16,298.887846
1.2,7,299.841842
2.4,11,301.666626
2.6,9,303.405648
2.69,6,304.340956
4.92,14,307.238628
2.2,9,308.990652
5.26,14,311.643958
1.77,6,312.569653
3.25,5,313.502675
3.6,7,314.710317
2.78,9,316.440995
3.6,10,318.231981
5.02,15,320.958304
3.82,15,323.941993
4.96,15,326.659306
2.16,7,327.63363
3.87,10,329.45331
4.24,13,332.094605
7.6,14,334.943313
4.03,11,336.726994
3.39,16,339.408976
5.0,11,341.23263
5.08,13,344.046961
2.06,8,345.75166
2.74,7,346.722677
3.44,12,348.568331
3.5,10,350.390985
3.39,10,352.436636
3.52,11,355.029
2.0,9,356.06302
4.14,12,358.693692
3.94,17,361.722325
1.52,7,363.428355
3.76,14,365.331711
1.68,9,367.135339
4.84,14,370.108649
5.1,9,371.91865
3.4,10,373.692368
5.0,10,375.472643
1.88,6,376.398645
3.12,9,378.121644
2.62,14,381.028315
3.76,13,382.889012
1.64,6,383.82599
1.3,6,385.484354
2.66,11,387.304394
3.12,12,389.387704
3.71,14,392.054419
1.68,10,393.832067
1.6,10,395.62676
3.68,7,396.591446
3.6,14,399.482089
3.66,11,401.294108
4.44,15,403.99279
2.48,8,405.737887
2.9,8,407.73089
5.0,10,409.543538
1.8,10,411.347243
3.7,10,413.174954
4.64,16,416.157268
0.4,2,416.214268
4.15,11,418.018945
3.79,17,421.492601
2.0,10,423.27962
2.95,12,425.395286
4.77,17,428.839945
4.32,14,430.745324
2.98,9,432.518998
5.0,13,435.431653
5.2,13,437.315323
3.6,10,439.104969
4.26,15,441.826651
2.86,11,444.644974
1.54,5,445.559976
4.52,14,447.493658
5.2,17,451.010677
3.2,8,452.004655
4.2,17,455.753003
4.48,14,458.418686
4.02,12,460.238326
3.08,14,463.246047
4.44,17,466.045354
4.0,11,467.856328
3.3,7,469.541042
5.68,19,473.406375
4.56,9,474.460693
5.05,16,477.978353
4.53,13,479.956338
4.2,19,483.832161
5.2,15,486.503492
2.6,9,488.26852
4.55,10,490.419818
4.44,16,493.135476
4.05,15,495.811816
3.9,12,497.654808
5.14,15,500.57448
3.4,8,502.301166
5.5,10,504.106143
1.42,7,505.069488
2.4,8,506.799467
4.04,19,510.584485
3.32,10,512.368484
3.06,12,514.229862
5.6,16,516.967551
1.76,7,518.899544
3.4,9,520.684238
3.16,13,522.598857
4.12,15,525.339489
5.0,14,528.329459
2.4,10,530.114774
3.6,19,533.663452
4.4,12,535.527869
5.4,9,537.546929
4.24,10,539.311947
4.28,18,542.779646
3.46,14,544.720998
3.28,10,546.733615
5.75,10,548.518621
2.98,9,550.268954
4.74,13,552.87063
7.6,10,554.965356
4.32,12,556.854978
5.6,15,559.54864
3.4,12,562.16325
5.1,10,564.253958
4.16,15,566.993623
6.08,19,569.829981
5.03,11,572.454303
2.2,7,573.662957
6.8,15,576.309609
5.52,16,579.023282
4.64,12,581.641909
4.9,12,583.739582
4.5,6,584.661301
5.5,16,587.35893
3.66,9,589.084595
1.16,3,589.926611
5.22,15,592.871948
5.9,11,594.740271
5.34,13,597.401242
4.7,13,599.353909
4.32,10,601.425595
4.36,14,604.100173
4.05,8,605.852859
2.88,11,607.698532
1.16,6,608.642517
7.4,15,611.66978
4.0,12,613.490431
4.95,15,616.148776
5.01,12,618.772471
4.55,9,620.767487
4.8,14,622.677169
2.6,11,625.229494
2.22,8,626.213512
5.38,16,629.209836
3.9,12,631.791124
6.1,11,633.594779
4.45,10,635.444486
4.8,13,638.292117
2.4,9,639.296113
5.12,14,642.000738
2.5,12,644.640589
5.7,9,645.655628
4.48,13,648.562291
4.52,13,651.172967
6.64,15,653.878661
4.6,13,655.770327
3.53,11,657.820306
4.4,12,660.399027
4.34,15,663.051738
5.0,12,664.910068
2.9,9,666.91274
5.37,16,669.648386
3.9,14,672.290061
4.14,14,675.222389
5.16,19,678.831755
4.77,17,681.573406
2.43,10,683.35541
3.44,9,685.400693
2.3,10,687.207681
4.72,16,689.959017
6.75,9,691.731331
3.2,8,692.75535
3.16,11,695.584149
3.68,13,697.487809
3.42,11,699.29181
4.2,10,701.072947
4.6,17,704.847285
5.18,16,707.542932
5.3,10,709.330581
4.66,14,712.232967
3.93,15,714.960256
5.3,16,717.69992
1.82,6,718.705922
3.6,7,720.619584
6.0,15,723.755935
6.08,13,725.741581
3.22,11,727.684225
3.76,14,730.466572
5.24,15,733.683233
2.8,14,736.359782
2.48,15,739.004001
5.5,11,741.084026
5.24,15,743.760838
5.44,13,746.332176
5.6,7,747.280178
5.84,15,750.19912
4.24,14,752.825783
5.56,16,755.504046
5.42,14,758.181736
3.16,10,760.24584
4.16,12,762.114843
5.3,15,764.809736
4.3,10,766.593474
2.02,9,768.633128
2.57,10,770.431771
3.6,12,773.039468
4.4,11,774.862856
4.64,12,776.735857
6.63,15,779.63053
6.67,14,782.262737
5.0,8,783.974397
3.38,11,785.776822
4.56,9,787.770466
4.72,20,791.330823
4.98,17,794.060578
6.3,16,797.029237
4.89,11,798.861878
4.05,12,801.433878
5.45,9,803.205535
1.52,10,805.260049
5.1,16,807.992404
4.48,17,810.720744
5.08,16,813.441773
5.19,13,816.296068
6.8,15,819.007685
5.92,19,822.571079
2.6,13,824.660722
4.9,14,827.290913
3.2,8,829.014588
3.56,17,831.801963
3.35,8,833.777968
4.2,12,835.635334
4.79,16,838.350001
6.5,14,841.024635
5.46,17,844.780005
4.4,10,846.560678
3.67,15,849.259714
2.4,7,850.237055
3.78,14,853.158685
5.45,11,854.988677
3.74,9,856.751395
5.82,15,859.413523
3.51,11,861.437523
5.0,14,864.074234
3.72,11,865.893543
3.64,11,867.702172
4.35,13,870.549168
3.87,11,872.339164
5.0,11,874.126809
5.0,14,876.76213
3.22,13,879.687773
7.0,12,881.545786
4.37,13,884.189414
4.52,13,886.093767
3.0,11,888.180749
4.92,11,890.734087
5.7,14,892.652724
2.9,9,894.37573
5.4,10,896.186059
5.1,9,898.17775
4.52,18,901.697386
3.64,13,903.570051
2.67,9,905.33476
4.16,12,907.412453
3.44,13,910.020098
3.76,11,911.824778
5.05,13,914.413431
4.52,16,917.346232
6.12,22,921.012892
3.6,14,923.697543
5.3,9,925.703857
2.94,8,927.475566
6.25,12,929.316187
5.07,14,931.951591
4.96,14,934.860912
6.9,10,936.670541
5.0,10,938.476543
3.44,11,940.260185
4.25,9,942.026185
2.12,5,943.168842
4.3,7,944.107845
4.2,14,946.734093
7.53,16,949.393764
4.0,7,950.386476
4.4,15,953.348123
5.5,12,955.923394
3.96,10,957.756053
2.71,10,959.692685
4.52,11,961.737284
4.4,12,963.608963
4.14,13,966.250632
2.79,8,967.966293
2.65,5,968.847327
3.13,11,970.96969
3.92,10,972.764357
5.3,14,975.423983
5.21,11,977.274631
6.6,10,979.119265
4.74,20,982.94294
5.4,14,985.5372
6.09,18,988.303543
4.4,11,990.372239
3.88,11,992.940878
5.12,12,994.781278
4.48,17,997.553942
3.5,10,999.611597
3.64,10,1001.407577
4.1,12,1004.035246
2.8,14,1006.727749
3.63,9,1008.009771
4.36,12,1010.623749
3.5,6,1011.531749
4.32,16,1014.263749
2.4,10,1016.093787
5.04,17,1019.887748
6.46,20,1023.466529
4.78,22,1027.303861
6.72,17,1030.040627
3.75,11,1032.582818
7.0,11,1034.375816
4.29,12,1036.450158
3.84,21,1040.042793
4.36,17,1043.53646
1.5,5,1044.680883
6.0,12,1046.573141
5.54,13,1049.234461
4.0,14,1051.898803
4.23,10,1053.956154
5.67,17,1056.705978
6.12,16,1059.427005
6.34,14,1062.095616
3.78,12,1064.196332
5.6,15,1066.887658
6.95,17,1070.345972
4.61,13,1072.479656
6.95,14,1075.091998
3.86,14,1077.700671
5.08,14,1080.331699
4.1,11,1082.368332
2.7,10,1084.159983
4.0,10,1085.941641
4.88,16,1088.663314
5.04,14,1091.583714
7.5,13,1094.208406
4.9,17,1096.986711
3.84,20,1100.813359
5.55,14,1103.431028
5.0,15,1106.084378
3.44,10,1107.913609
4.95,11,1109.96261
4.4,17,1112.689856
6.5,12,1115.245187
4.0,9,1117.017869
6.2,13,1119.141871
4.7,10,1120.924521
2.97,9,1122.703215
5.68,15,1125.379397
5.22,13,1128.229068
6.5,18,1130.974452
7.2,15,1133.632123
3.92,18,1137.574067
4.5,16,1140.831949
4.18,13,1143.697622
5.8,11,1145.750992
2.54,10,1147.994588
3.24,12,1150.016231
4.9,15,1152.775546
5.0,10,1154.67122
3.27,12,1157.723867
3.32,11,1159.713457
5.06,16,1162.642105
4.2,13,1165.505466
5.48,18,1168.57011
4.58,20,1172.333923
3.96,16,1175.253155
5.0,11,1178.228793
7.7,17,1180.944488
4.76,14,1183.55219
3.29,10,1185.569439
6.2,12,1187.380463
5.31,12,1189.920087
5.76,22,1193.508438
5.0,15,1196.403733
7.38,24,1200.829606
3.58,11,1202.722599
6.4,14,1205.628524
4.32,12,1207.492219
2.7,8,1209.216202
3.08,10,1210.993537
4.9,13,1213.157146
3.32,10,1214.948834
6.0,11,1217.518491
6.36,16,1220.276142
5.75,10,1222.323809
4.24,12,1224.15581
3.44,14,1226.752167
6.08,17,1229.524877
6.8,13,1232.398141
5.0,13,1235.007517
4.8,16,1237.809184
3.4,11,1239.796835
0.87,3,1240.928813
2.56,8,1241.959841
5.7,16,1244.941751
6.24,17,1248.706779
3.75,14,1251.785988
3.68,12,1253.721979
4.4,12,1255.610206
2.9,12,1258.260069
5.25,17,1261.338648
6.35,13,1263.95128
1.93,8,1264.940588
5.0,8,1266.625242
5.6,25,1271.256557
7.6,14,1273.867205
4.32,14,1276.45749
4.32,15,1279.368176
5.32,20,1282.974845
4.73,10,1284.77219
7.0,12,1286.655193
4.5,15,1289.596547
5.59,22,1293.287894
3.82,16,1297.082896
5.24,14,1299.043896
4.28,17,1302.59826
5.05,13,1304.457258
6.94,23,1309.059191
5.38,11,1310.874802
5.35,13,1313.469448
3.4,10,1315.514616
5.2,17,1318.247269
2.16,8,1320.063396
6.85,13,1321.977049
7.6,17,1325.755258
3.76,11,1327.586916
4.34,18,1331.137208
5.5,10,1332.982901
5.9,15,1335.933241
6.2,10,1337.716236
4.8,15,1340.417906
5.12,19,1343.469587
5.84,16,1346.836881
3.76,14,1348.747566
4.86,14,1351.388879
3.32,11,1353.448517
4.66,13,1356.068228
5.68,17,1358.77185
3.25,7,1360.481519
3.58,12,1362.60013
4.32,15,1365.295896
6.24,15,1367.960864
4.0,15,1370.944229
4.66,13,1373.550204
7.1,15,1376.220208
4.22,15,1378.913204
5.76,17,1381.94505
2.0,10,1383.699688
6.78,18,1387.195658
3.55,9,1389.244657
7.75,14,1391.115029
2.28,7,1392.779678
5.2,15,1395.464011
3.12,8,1396.423017
4.11,11,1399.201655
2.27,5,1400.070679
2.4,10,1401.840353
5.76,14,1403.735334
5.5,13,1406.381619
5.8,17,1409.343259
5.78,20,1412.90661
4.96,12,1415.485959
5.1,15,1418.446647
2.96,13,1420.34629
4.19,16,1423.808978
5.52,16,1426.808286
5.44,17,1429.543981
6.4,10,1431.32259
4.8,13,1433.969289
2.8,9,1435.962614
5.42,14,1437.85725
5.72,19,1441.380865
4.78,16,1444.357505
5.34,15,1447.053537
4.97,10,1448.849537
4.42,16,1452.358878
5.4,14,1454.512502
3.36,13,1457.114789
7.0,13,1459.725437
5.25,17,1462.733077
4.84,15,1465.442477
4.28,14,1468.104163
4.24,17,1470.866483
4.07,10,1472.895508
5.92,16,1475.568803
5.26,15,1478.254412
6.5,13,1481.113023
6.25,9,1482.832683
5.96,16,1485.535871
6.04,20,1489.155835
5.2,14,1492.099854
7.3,14,1494.76884
4.64,15,1497.468834
5.4,14,1499.658844
3.26,14,1502.321834
2.06,8,1504.043844
2.28,8,1505.034484
3.72,11,1507.600461
5.44,23,1511.487476
4.54,11,1513.272455
4.84,16,1516.740457
5.64,17,1519.728475
4.5,15,1522.383476
5.0,10,1524.162467
5.8,16,1527.135456
3.0,13,1529.735454
4.9,9,1531.544496
4.72,13,1533.425456
4.85,18,1537.215455
3.68,13,1539.145466
2.6,8,1541.042476
4.65,14,1543.722295
6.37,17,1546.76892
5.1,16,1549.520633
5.5,14,1552.175525
4.52,13,1555.043842
6.4,14,1557.703501
4.0,10,1559.553559
4.6,12,1561.384253
3.6,11,1563.21223
7.55,13,1566.085215
5.4,19,1569.645562
6.6,11,1571.451244
4.3,13,1573.598886
6.5,15,1576.303162
5.15,16,1579.739831
3.36,12,1581.593511
5.6,12,1583.73554
7.25,15,1586.401816
4.12,15,1589.082442
4.88,11,1591.906768
5.54,17,1594.652438
3.88,17,1597.366783
3.5,12,1599.990453
2.24,13,1602.13827
4.78,20,1605.728105
3.08,11,1608.279073
5.36,15,1611.255366
5.4,17,1614.001713
3.59,12,1615.852095
4.95,15,1618.57074
5.04,15,1621.562819
6.6,18,1625.090782
7.14,20,1628.900414
5.05,9,1630.654704
3.36,10,1632.414737
6.2,13,1634.283402
4.05,13,1636.873686
2.9,14,1639.76235
6.9,15,1642.398993
1.73,8,1643.380031
5.8,17,1647.100975
5.34,19,1650.648103
3.6,12,1652.4751
3.65,9,1654.210714
5.62,16,1657.222092
5.88,19,1660.817762
3.84,13,1662.718917
6.0,13,1665.572329
4.4,7,1666.51531
6.27,20,1670.054698
4.9,13,1672.66136
8.0,18,1676.38168
4.0,13,1678.230309
6.76,23,1682.619999
7.1,12,1684.70224
4.84,15,1687.4016
7.26,20,1690.988874
4.12,18,1694.822505
4.01,9,1696.637021
4.76,18,1699.426735
4.84,11,1701.269692
6.48,21,1705.854743
5.2,17,1708.577361
6.0,10,1710.372
4.84,18,1714.135314
3.98,12,1715.961996
3.64,9,1717.705606
5.53,15,1720.616273
5.5,15,1723.30995
4.33,14,1725.946551
4.0,10,1727.751535
6.64,19,1730.830855
7.5,15,1733.522483
3.98,14,1736.178868
5.5,15,1739.231521
6.28,17,1742.840025
4.23,15,1745.533978
7.36,17,1748.637581
4.84,13,1751.250955
4.6,9,1752.236953
4.78,11,1754.745645
5.45,11,1756.559954
4.56,15,1759.503115
6.04,15,1762.16274
5.81,14,1764.816409
3.0,7,1765.787077
4.74,12,1767.930754
4.32,15,1770.668038
6.78,18,1774.149694
5.92,16,1777.184997
6.2,12,1779.799682
4.48,12,1781.655665
4.98,14,1784.367622
5.95,25,1789.124592
4.87,11,1790.928171
5.36,17,1793.674844
5.92,16,1797.342138
4.1,10,1799.150802
4.42,11,1800.961138
6.32,25,1805.745189
6.8,16,1808.436857
5.02,16,1811.178145
7.0,14,1814.096737
4.8,9,1815.850021
7.1,13,1817.753023
5.64,18,1821.316736
4.35,12,1823.420358
5.06,18,1826.98367
4.83,15,1829.612338
6.15,14,1832.53073
5.7,16,1835.224992
3.82,15,1837.880628
4.92,21,1841.739294
5.56,19,1845.233252
5.92,20,1848.754581
2.48,9,1850.783223
4.64,15,1853.472879
7.56,15,1856.133208
4.5,14,1859.054918
6.41,18,1861.840582
6.08,13,1864.464211
4.28,12,1866.330563
4.76,15,1869.287223
4.51,12,1871.880584
5.6,18,1874.622235
3.36,14,1877.470522
6.32,21,1881.057216
4.14,16,1883.762864
5.24,16,1887.489847
4.2,13,1889.349822
5.2,15,1892.058127
4.78,12,1894.699851
4.3,11,1896.733158
4.72,12,1898.622162
6.4,16,1901.34482
4.08,16,1905.088497
7.4,15,1907.795786
4.52,16,1910.500428
3.76,11,1912.331453
6.5,12,1914.431427
5.25,11,1916.977426
7.7,17,1919.709446
4.53,13,1922.308425
6.52,13,1924.416449
4.99,10,1926.174111
6.0,16,1928.883129
5.06,16,1932.590091
6.05,13,1934.46409
4.8,14,1937.125127
4.58,18,1940.65609
6.82,16,1943.622089
5.1,21,1947.250634
4.38,14,1949.904249
5.34,15,1952.76257
4.76,13,1954.628209
3.94,13,1957.256532
6.2,15,1960.163169
4.39,13,1962.751841
6.82,21,1966.327077
5.36,19,1970.162352
5.04,14,1972.038044
4.8,13,1974.704644
5.12,13,1977.391321
5.56,12,1979.509986
4.64,13,1982.136605
6.75,13,1983.970276
4.53,15,1986.691233
4.88,19,1990.529501
9.2,14,1993.170155
5.74,17,1995.951809
4.96,16,1998.899788
5.98,21,2003.183792
6.16,17,2006.192789
3.3,9,2007.92481
5.3,13,2009.783791
3.75,11,2012.365613
4.53,12,2014.250251
5.9,11,2016.3349
6.0,13,2018.960589
6.74,18,2021.742304
4.16,12,2024.576418
1.7,9,2026.338756
5.28,17,2029.11739
5.48,16,2031.850662
8.35,12,2034.646278
5.92,18,2037.378954
3.3,11,2039.220642
6.9,21,2043.866383
3.98,11,2045.689651
7.7,12,2047.523292
6.4,18,2051.08364
4.02,14,2054.005386
4.64,18,2056.810649
4.44,14,2059.430327
5.6,16,2062.382938
4.81,13,2065.026601
6.02,15,2067.838925
4.95,12,2069.772629
4.76,13,2072.675889
5.12,13,2074.550518
5.4,14,2077.193861
7.35,15,2080.128531
5.54,14,2082.777187
3.49,12,2084.594197
3.15,11,2087.104023
5.95,13,2089.226659
5.08,13,2091.81095
5.0,11,2093.637934
7.6,18,2097.181253
9.2,16,2100.192956
5.5,10,2101.984648
5.86,15,2104.678957
6.45,17,2107.731281
4.14,11,2109.576959
7.0,11,2112.109645
5.2,9,2113.098324
5.54,21,2117.712626
5.42,21,2121.277263
4.5,13,2123.132979
6.1,17,2126.845331
5.19,12,2128.674038
5.48,18,2132.174528
8.3,15,2135.179181
5.06,15,2137.909523
6.75,14,2140.591162
5.8,15,2143.342771
6.47,15,2146.303493
4.0,10,2148.132646
5.38,13,2150.010317
3.46,14,2152.715629
6.72,24,2157.333939
6.0,20,2160.897246
3.63,13,2163.04126
4.64,14,2165.680189
4.67,13,2168.290858
7.52,27,2173.134821
7.0,18,2176.649097
5.66,20,2180.23678
4.4,25,2184.997075
6.64,27,2189.598412
5.53,14,2192.473691
5.15,13,2195.079332
5.28,17,2197.804676
6.0,18,2201.570283
5.24,16,2204.263905
4.9,15,2206.901877
5.68,18,2209.901527
6.6,23,2214.339845
2.68,9,2216.083154
5.8,15,2219.090738
5.52,18,2221.901409
4.1,13,2224.480017
5.7,17,2227.504017
4.96,16,2230.986309
4.92,17,2233.692018
4.44,14,2236.602316
6.35,15,2239.295963
6.98,19,2242.788625
6.08,18,2245.828933
5.16,18,2249.333543
6.3,12,2251.197851
3.8,11,2253.082845
4.02,20,2257.043009
5.4,11,2259.646784
6.6,17,2262.402802
6.0,20,2266.299796
6.6,17,2269.098452
3.59,14,2271.741727
3.0,10,2273.777701
5.52,13,2276.360021
8.7,17,2279.118652
5.86,24,2283.740964
5.06,15,2286.38323
6.0,13,2288.961864
6.6,13,2290.844223
4.8,16,2293.8349
3.48,13,2296.454678
6.0,17,2299.167297
4.62,17,2302.971393
7.9,15,2305.689741
4.85,13,2307.6124
3.88,12,2310.654504
5.34,23,2314.328179
5.88,17,2317.777747
3.35,12,2319.873402
6.26,16,2322.565594
4.02,11,2325.067616
4.51,11,2326.899518
7.6,14,2329.785655
3.9,13,2331.618033
5.9,19,2335.163678
7.1,16,2338.179044
5.0,13,2340.81766
7.16,22,2344.428306
4.36,18,2348.234294
5.52,20,2351.855587
8.0,14,2354.528222
3.9,13,2356.640578
6.48,17,2360.081226
4.12,13,2361.941887
7.3,14,2364.605524
5.4,18,2368.380919
6.4,14,2370.263575
3.78,13,2372.87083
6.2,10,2374.917494
5.96,16,2377.677832
4.6,18,2381.21248
5.34,12,2383.091108
4.95,17,2386.830429
5.38,16,2389.541078
6.1,20,2393.451397
6.2,18,2396.208777
3.4,12,2398.791412
7.08,19,2402.598065
6.72,17,2405.327439
5.9,17,2408.027737
6.5,18,2411.759042
5.64,20,2415.337678
2.06,9,2417.084965
5.74,12,2418.905658
5.42,14,2421.830282
6.64,17,2424.561988
4.36,12,2427.160653
6.84,25,2431.843652
6.0,15,2434.551335
3.62,10,2436.323027
6.8,16,2439.310698
5.8,12,2441.138372
4.98,16,2444.561009
7.1,14,2446.458254
4.86,14,2449.458166
4.6,12,2452.49126
7.18,16,2455.20188
5.36,14,2458.115082
4.44,18,2460.948767
3.6,13,2463.524429
4.4,15,2466.219065
6.5,12,2468.309708
5.2,12,2470.887016
6.3,23,2474.579345
4.3,12,2477.38997
6.64,16,2480.016641
4.8,14,2482.602297
5.04,16,2485.519991
4.04,15,2488.095685
6.04,18,2490.794682
6.35,15,2493.44461
6.22,13,2496.299267
1.0,7,2497.271268
8.6,17,2500.728612
5.32,17,2503.769267
6.24,16,2506.473902
4.82,15,2509.170212
2.5,10,2511.292316
5.11,13,2514.195744
6.8,13,2516.761397
7.8,19,2519.520751
5.16,14,2522.416986
4.26,14,2525.055644
6.0,14,2527.666296
4.16,14,2530.343962
4.34,14,2532.483261
4.38,15,2535.167154
6.8,22,2539.605483
4.8,12,2541.677158
5.22,16,2544.394797
5.8,16,2547.864237
4.76,12,2550.004851
2.04,10,2551.821175
4.84,17,2554.584826
5.28,16,2557.977532
2.98,13,2560.085504
5.26,18,2563.523489
4.6,15,2566.197526
4.96,18,2569.210161
3.2,18,2572.691837
4.2,13,2575.267837
6.8,16,2578.21745
4.78,13,2580.084162
5.5,11,2582.606488
6.02,18,2585.409206
4.68,20,2589.202872
6.28,17,2592.653855
4.48,13,2594.536527
7.0,13,2597.385179
3.34,14,2599.995844
6.75,11,2601.80249
4.16,13,2603.705144
5.54,14,2606.582793
5.0,14,2609.230447
1.76,5,2610.106137
5.95,12,2611.95446
5.7,14,2614.77913
5.02,13,2617.377081
5.4,17,2620.159769
3.2,9,2621.942098
6.76,23,2626.627469
4.14,11,2628.465448
5.2,14,2631.125116
4.78,11,2633.232315
6.2,15,2635.896562
3.9,17,2638.624589
6.5,12,2641.445581
5.76,23,2645.09258
4.42,20,2648.67656
4.16,13,2651.532561
4.42,11,2653.337581
4.48,16,2655.983566
5.6,13,2658.615582
5.24,16,2661.57756
5.56,18,2665.141561
6.2,11,2666.929581
2.84,12,2669.06658
6.16,18,2672.604581
6.18,18,2675.361581
4.12,11,2678.194559
3.8,16,2680.850559
4.5,15,2683.497625
4.56,22,2687.367588
7.0,10,2689.114581
4.82,14,2691.735232
6.56,21,2695.287257
5.32,15,2698.237232
5.04,14,2700.887262
2.33,8,2702.620254
7.2,15,2705.554234
6.0,10,2707.344234
4.8,13,2709.226232
7.65,11,2711.063234
5.24,18,2714.90426
4.02,15,2717.602254
7.25,9,2719.371232
3.1,7,2720.308237
4.6,16,2723.009234
5.25,14,2725.855239
5.22,13,2728.449231
9.4,22,2732.058252
4.34,10,2734.072277
6.76,16,2736.785233
5.52,16,2740.253261
5.52,18,2743.312233
5.44,15,2745.987236
4.22,16,2748.741232
5.34,15,2751.712999
5.68,18,2755.239173
4.7,11,2757.117897
6.0,14,2759.782398
6.08,18,2763.533665
3.82,13,2765.413288
5.28,16,2768.125949
4.67,14,2771.038963
6.04,15,2773.678625
5.22,15,2776.315644
5.36,24,2781.141956
4.8,12,2782.964635
5.52,12,2785.601294
4.5,11,2787.441319
5.74,14,2790.337664
5.04,21,2793.907005
3.94,11,2795.713696
6.0,17,2799.448321
6.4,19,2802.19266
5.9,12,2804.72528
5.37,17,2807.678967
7.2,19,2811.282963
6.92,15,2813.930702
5.4,12,2816.005352
8.7,15,2818.676987
3.6,14,2821.3363
5.8,14,2823.961937
7.0,13,2826.811583
7.44,19,2829.589927
3.86,13,2832.204271
4.73,11,2834.299264
4.92,18,2837.785945
7.05,12,2839.592241
4.16,14,2842.180933
6.78,19,2845.8793
4.98,19,2849.410593
7.4,15,2852.299937
5.4,19,2855.075938
1.5,8,2856.74566
5.44,17,2859.433973
3.72,20,2863.270653
5.81,16,2866.839581
2.6,12,2868.935014
5.6,24,2873.6927
4.78,16,2876.401274
5.4,12,2878.27889
7.6,15,2881.17852
6.3,13,2883.759172
4.24,13,2886.357822
4.88,13,2888.251806
5.44,16,2891.206109
5.0,12,2893.80863
3.4,15,2896.495286
7.6,15,2899.426898
6.5,13,2901.313568
5.84,17,2904.822207
3.84,17,2907.862543
5.8,11,2909.659143
5.64,13,2912.318451
5.6,12,2914.18145
