# {"t_start": 1765801489.4581888, "env_id": "Bpp-v0"} 
r,l,t
2.73,7,337.478974
5.1,10,339.266977
4.0,6,340.181629
4.44,11,342.250626
4.0,10,343.988959
2.88,9,345.724657
3.36,16,348.444319
1.6,8,350.204981
2.4,8,351.444636
4.94,13,354.103379
2.46,7,355.064997
4.3,13,357.720695
3.18,7,358.698671
1.72,9,360.738322
3.76,12,362.606322
1.42,7,364.299707
3.58,10,366.089688
3.2,10,367.906375
4.11,12,370.081646
4.85,15,372.809346
6.0,7,374.489967
3.4,11,376.309674
4.6,12,378.128642
3.6,13,381.000318
2.6,6,381.926014
3.22,9,383.673988
1.0,5,384.568353
6.0,20,388.382684
3.64,11,390.196339
5.4,11,392.028414
4.16,12,394.61573
4.24,16,397.583419
5.9,12,399.42509
4.3,10,401.206106
4.1,8,402.934814
2.65,6,403.872788
1.44,9,405.643887
3.48,14,408.585538
4.94,14,410.514264
4.7,10,412.325918
1.9,4,413.211921
4.3,16,416.185266
0.88,5,417.08025
3.48,9,418.822918
4.4,10,420.608607
2.64,7,422.295607
5.0,11,424.134985
4.68,13,426.253282
4.6,12,428.816943
1.98,8,429.80263
6.0,10,431.583301
4.1,12,434.493689
4.12,12,436.332324
3.75,9,438.086351
2.64,9,439.853969
2.88,9,441.648649
4.84,12,443.771667
3.8,11,445.594973
4.84,15,448.302337
2.0,12,450.922653
6.35,14,453.098655
4.04,11,455.659001
1.96,8,456.648666
3.25,9,458.417664
5.45,8,460.117325
5.3,10,462.250335
2.44,9,463.279019
2.25,8,465.048678
2.68,11,466.875331
4.72,16,469.585018
4.24,13,472.499377
6.3,12,474.403667
4.06,11,476.992668
5.48,17,479.865356
3.48,17,482.92752
4.29,15,485.608823
4.72,13,488.247521
5.75,11,490.421819
3.3,11,492.238783
4.0,12,494.836112
4.5,9,496.588793
4.55,16,499.556483
2.4,14,502.177145
4.88,13,504.081808
3.6,11,505.897486
3.05,8,507.659602
4.6,11,509.694206
5.48,15,512.376483
4.16,18,515.918858
3.78,11,517.991543
4.24,11,519.82823
2.76,9,521.593233
2.6,13,524.271486
3.83,10,526.110132
5.44,19,529.214098
4.3,18,532.762427
5.36,13,535.374827
2.2,7,536.588303
3.16,11,538.395926
4.32,12,540.97665
6.1,12,542.787645
4.41,15,545.737977
2.5,10,547.505614
4.72,12,549.342613
3.96,15,552.008938
2.78,9,553.814609
2.45,10,555.890979
4.88,18,559.42863
4.52,13,561.320628
2.45,9,563.103248
3.91,10,565.222603
2.74,11,567.070603
5.74,14,569.744953
4.98,11,571.577301
5.04,14,574.518612
3.54,13,577.108277
2.84,15,579.797908
4.15,13,581.719909
5.64,20,585.528933
6.92,15,588.17891
3.74,10,589.959598
5.04,21,594.617239
4.8,10,596.43824
3.24,12,598.341915
4.88,13,601.271594
4.44,12,603.143501
3.2,10,604.938837
4.96,13,607.606504
3.24,12,609.521119
5.3,13,612.42943
3.9,13,614.274119
5.48,15,616.957796
3.57,10,618.780464
2.98,12,621.597174
5.16,20,625.171492
3.6,16,627.92083
3.25,7,629.117811
3.14,8,630.834098
5.34,14,633.470779
6.5,11,635.35449
5.9,14,638.234115
4.92,13,640.138759
1.02,5,641.04178
4.08,16,643.819403
3.2,6,645.480625
3.95,7,646.440654
3.92,13,649.326292
3.6,9,650.345944
2.6,12,652.93264
6.36,12,654.79333
2.9,16,657.762304
3.72,12,660.341025
5.56,15,662.993736
3.72,8,663.963373
4.6,11,666.789742
5.04,15,669.494385
5.2,16,672.201035
4.28,11,674.038728
4.96,11,676.158074
5.32,12,678.773753
3.38,12,680.641729
3.4,18,684.386021
5.7,13,686.300663
4.4,14,688.975995
5.76,16,691.734349
3.96,10,693.837512
5.58,15,696.520808
3.92,10,698.325806
6.5,13,700.921953
3.4,9,702.952584
3.27,12,704.822303
4.4,16,707.516932
4.5,12,710.110219
6.34,16,713.076926
4.76,11,714.933254
4.66,12,716.804253
5.62,16,720.561582
3.08,10,722.732273
3.8,9,723.838897
3.06,11,726.553222
4.68,16,729.377224
4.0,11,731.729574
5.28,14,734.495128
4.15,15,737.161789
5.75,8,738.114783
4.14,11,740.932034
5.44,14,742.839815
3.9,12,745.403171
2.56,11,747.189151
3.94,13,750.04412
4.6,13,751.918795
3.52,15,754.542075
3.2,8,756.280046
5.66,15,759.26671
5.08,19,762.836521
5.2,16,765.553455
6.12,14,768.490132
3.76,14,770.405774
4.1,9,772.169436
3.84,10,773.958461
3.84,13,776.610854
4.44,16,779.537523
1.56,6,780.464714
5.0,10,782.239714
4.8,10,784.009127
4.03,11,785.806801
4.16,15,788.733465
2.34,7,790.424821
5.7,11,792.235889
2.0,4,793.085576
5.53,16,796.022903
3.98,12,797.910216
3.2,12,800.48988
3.25,6,801.404554
4.88,19,805.236032
5.35,13,807.116027
2.4,6,808.820427
3.3,11,810.604743
3.8,9,812.307742
3.75,11,814.429036
4.92,12,816.271059
5.4,14,818.949683
3.9,13,821.578398
4.95,8,822.575067
5.96,19,826.326953
4.14,11,828.117921
6.95,12,830.737278
5.6,14,832.908947
4.43,10,834.713309
3.28,15,837.401998
6.45,13,840.033981
3.8,12,842.156635
2.48,12,844.753006
5.14,19,848.298676
3.64,11,850.151029
3.92,15,853.100683
4.45,10,854.898674
3.62,9,856.666368
6.6,11,858.45152
5.8,10,860.479541
4.04,14,863.096211
4.24,11,864.899516
4.56,16,867.61417
7.35,15,870.525143
6.2,16,873.181144
4.9,20,876.739107
5.41,12,879.629771
3.64,15,882.338766
4.1,17,885.105594
6.36,18,888.884387
4.36,12,890.731053
5.67,16,893.44273
6.0,13,896.066086
4.8,15,898.993741
4.6,15,901.671383
4.6,14,904.314032
3.04,9,905.340735
1.92,8,907.291462
5.75,14,909.927075
2.8,7,910.881766
4.6,12,913.432449
3.55,7,914.38443
5.4,10,916.400244
3.52,12,918.25923
6.8,15,920.95489
5.4,10,922.727532
6.95,14,925.683836
4.34,10,927.506527
1.2,8,929.221185
3.28,12,931.062568
4.8,15,934.014246
2.62,9,935.76988
1.44,8,937.525539
4.23,11,939.329587
4.76,13,941.182187
4.68,15,944.117822
3.32,10,945.89009
3.6,7,947.541091
5.06,12,949.364799
3.98,13,952.308096
4.0,12,954.167096
3.2,15,956.834401
6.0,16,959.71671
8.5,16,963.415961
4.38,15,966.131635
4.3,8,967.088292
5.0,12,969.709971
4.4,12,971.833662
5.16,18,975.365981
4.04,19,978.20559
4.16,13,981.157265
3.98,13,983.732917
3.52,9,984.726197
5.25,12,987.264197
3.65,14,990.19421
3.98,14,992.115877
5.15,9,993.868548
5.72,13,996.503902
4.14,9,998.518903
4.6,19,1001.349575
2.88,9,1003.130219
5.55,11,1004.960462
3.62,13,1007.894746
3.74,10,1009.687748
8.0,14,1012.375748
4.85,9,1014.113745
4.73,13,1016.035785
6.4,13,1018.941748
2.87,14,1021.634892
2.4,5,1022.515867
3.62,14,1024.410529
3.54,12,1027.213838
2.0,11,1029.050861
6.46,16,1031.708166
4.26,13,1034.317814
3.78,12,1036.393139
5.66,20,1039.95379
4.08,11,1041.770457
6.0,14,1044.682863
3.2,13,1047.345119
2.48,6,1048.285462
5.0,7,1049.260478
3.36,10,1051.0448
4.4,15,1054.016156
2.72,11,1056.585977
4.15,14,1058.495977
3.81,10,1060.288629
8.1,14,1063.209349
6.4,23,1067.625632
3.2,11,1069.431315
3.58,17,1072.421654
6.57,19,1075.922004
4.52,19,1079.409668
2.16,11,1081.45937
4.18,11,1083.261371
4.78,17,1086.755333
5.55,19,1090.551712
4.44,11,1092.377711
4.84,16,1095.127035
4.43,13,1097.751683
2.0,9,1098.81036
4.4,13,1101.632016
6.4,12,1103.459017
5.0,18,1106.975353
4.28,14,1109.873632
7.5,18,1112.631854
3.28,9,1114.354541
5.68,17,1118.097888
4.98,18,1120.866519
2.99,8,1122.611204
5.09,13,1124.486206
7.45,11,1127.278064
4.0,10,1129.076733
2.0,11,1130.856475
5.0,11,1132.659125
4.32,12,1134.487804
3.9,13,1137.549065
4.8,12,1139.816065
4.96,15,1142.800938
4.16,12,1145.69299
5.49,14,1148.886616
5.6,19,1151.811888
5.0,10,1153.682546
2.98,10,1155.610874
5.52,15,1158.790458
5.54,16,1162.511107
4.54,12,1164.508772
6.05,12,1166.733438
4.08,10,1168.545091
4.37,16,1172.185922
4.4,16,1175.083153
5.16,15,1178.206789
5.38,21,1181.778482
6.15,14,1184.38319
4.9,13,1186.482443
3.04,8,1188.171444
3.04,15,1190.800759
5.04,17,1193.514419
4.66,13,1196.345731
5.44,24,1200.771604
1.48,8,1201.788602
3.03,12,1204.670542
5.3,10,1206.489221
4.84,10,1208.263217
3.16,16,1210.968513
7.0,14,1213.90617
4.86,14,1216.560456
5.32,16,1219.30214
3.44,10,1221.122141
1.6,3,1221.216144
5.16,17,1224.917169
2.6,13,1226.754146
5.04,14,1229.434857
3.4,12,1232.27915
3.39,12,1234.114813
5.68,14,1236.809141
5.17,19,1240.870811
5.22,14,1242.903425
4.95,15,1245.829418
2.6,10,1247.778415
6.3,19,1251.822978
4.3,11,1253.729969
4.58,16,1257.279375
4.6,12,1259.215065
5.6,11,1261.280646
2.64,10,1263.065655
6.53,11,1264.883567
5.5,16,1268.277219
5.75,9,1269.512906
5.74,16,1272.896196
5.28,16,1275.562469
3.05,10,1277.338494
4.01,13,1279.442173
5.2,12,1282.064844
4.12,12,1283.913823
4.75,11,1285.722167
5.2,16,1289.471809
5.12,22,1293.164892
7.45,13,1295.868238
4.88,12,1297.999894
4.4,17,1300.83657
6.56,19,1304.369231
5.46,15,1307.273508
5.32,17,1310.726798
5.05,10,1312.49948
4.8,11,1314.312445
4.83,12,1316.394638
4.64,12,1319.066377
6.5,13,1320.956048
3.84,11,1322.837047
4.05,12,1325.697256
4.84,15,1328.389904
4.4,15,1331.111232
5.36,21,1335.031569
4.12,13,1337.658234
5.34,14,1339.582888
1.7,10,1341.384604
6.19,15,1344.285576
4.2,11,1346.778879
5.4,13,1348.661549
7.75,12,1351.240871
2.85,7,1352.453873
4.6,12,1354.277539
3.8,10,1356.069219
4.41,14,1358.679873
6.8,15,1361.628492
6.5,11,1363.46311
5.72,15,1366.143862
6.0,10,1367.935883
5.16,10,1369.768533
2.64,11,1372.5932
4.2,12,1374.408202
4.11,18,1377.928202
7.65,15,1380.912054
4.9,17,1383.609709
3.7,10,1385.401998
6.0,15,1388.087635
5.0,11,1390.144047
6.6,13,1392.721676
2.48,12,1394.584678
5.64,17,1398.264984
5.2,15,1400.892653
2.99,11,1402.705343
7.1,15,1405.372622
6.08,14,1408.281256
3.04,9,1409.285257
4.63,12,1411.860639
2.62,11,1413.653275
3.74,11,1415.494957
4.8,14,1418.428626
4.0,12,1420.288288
5.46,16,1423.750976
4.78,11,1425.836291
1.76,8,1426.852286
7.4,18,1430.336586
3.94,18,1433.879267
6.6,18,1436.880611
3.88,13,1439.509248
4.6,10,1441.265864
4.02,13,1443.168863
5.0,13,1446.052861
4.8,11,1447.861533
4.46,10,1449.67818
7.7,13,1452.33484
5.29,12,1454.423476
4.08,13,1457.02681
4.6,11,1458.804432
3.64,13,1461.466076
2.27,12,1463.594075
6.58,18,1467.104472
2.48,14,1469.040126
5.15,11,1471.856481
5.7,16,1474.54314
4.28,14,1477.177409
2.9,10,1478.954412
5.24,16,1481.906043
5.32,15,1484.552684
5.3,11,1486.359834
3.6,8,1488.107833
6.0,16,1491.132833
5.2,15,1493.841834
3.5,11,1495.670858
5.15,11,1497.500853
3.4,11,1499.600842
4.96,15,1502.293832
5.0,11,1504.850454
4.04,16,1507.574479
8.2,16,1510.504498
3.79,11,1512.303473
6.38,16,1514.999453
2.9,12,1517.862454
4.64,15,1520.524454
2.42,12,1522.356454
4.42,14,1524.985455
4.32,11,1527.077454
6.55,11,1528.86946
3.61,11,1531.486494
4.64,14,1533.398455
5.43,13,1536.289454
5.3,10,1538.103454
3.0,10,1539.970453
5.08,12,1541.936453
5.5,12,1544.602288
7.1,11,1546.670918
3.76,14,1549.363594
3.93,17,1552.117523
4.44,14,1555.016861
4.96,14,1557.677497
5.52,15,1560.40623
5.85,12,1562.240241
5.02,15,1565.187213
5.28,13,1567.813898
5.0,13,1569.707554
5.4,8,1571.43124
5.21,17,1574.451882
4.6,16,1577.896155
6.1,16,1580.590829
3.92,12,1582.732535
3.72,12,1585.351797
5.73,14,1587.230814
4.88,15,1589.919424
2.12,8,1591.908768
6.34,16,1594.623417
4.3,19,1598.142755
5.52,25,1602.917907
6.44,19,1606.474077
4.92,14,1609.1467
6.3,17,1612.140034
5.24,15,1614.835408
5.4,18,1618.382738
5.38,16,1621.414857
4.75,14,1624.061478
5.08,13,1625.957784
3.71,14,1628.842412
5.46,17,1631.565697
6.95,13,1634.169373
5.6,12,1635.976685
4.96,12,1638.825351
5.6,15,1641.456011
4.32,11,1643.258034
3.92,14,1645.887314
5.66,14,1648.816603
4.92,11,1650.621082
4.28,11,1652.418086
5.22,19,1656.241379
6.85,14,1658.924061
5.25,13,1660.825735
4.68,11,1662.660915
3.28,17,1666.365333
4.68,18,1669.112007
6.0,12,1671.695382
6.5,12,1673.538357
2.32,6,1674.674981
6.24,20,1678.203306
4.9,12,1680.790975
6.0,19,1684.554237
6.86,15,1687.259583
7.1,15,1689.941225
6.04,17,1692.983534
6.24,20,1696.640997
4.86,11,1698.47069
4.25,14,1701.142692
0.3,3,1702.220372
5.46,16,1704.93804
4.4,14,1707.562355
5.64,23,1711.469654
6.05,14,1714.140306
7.2,11,1715.934972
4.88,10,1717.712596
7.6,14,1720.596245
0.0,1,1720.641245
4.88,16,1723.345931
5.16,16,1726.793535
6.6,11,1728.653204
1.54,5,1729.785203
6.0,16,1732.490482
6.0,12,1734.353485
7.0,11,1736.913841
2.39,9,1737.975515
4.05,13,1741.044184
5.68,14,1743.699651
3.77,11,1745.538975
7.0,16,1748.61057
3.01,8,1750.328951
5.16,17,1753.022604
4.68,15,1755.643975
5.36,12,1758.515115
5.28,16,1761.209114
3.34,12,1763.066739
5.79,17,1766.835073
3.72,11,1768.699723
2.58,8,1769.698745
3.6,17,1773.182041
5.56,18,1776.242379
4.92,12,1778.857995
5.56,17,1781.631654
5.5,12,1784.278592
5.15,13,1786.439889
5.88,16,1789.160585
4.98,13,1791.752817
5.69,16,1794.710477
5.28,15,1797.376136
6.25,14,1800.047476
5.7,20,1803.914868
2.74,11,1805.742186
7.5,14,1808.378855
4.67,15,1811.087137
2.2,6,1812.053137
5.92,17,1815.75902
5.75,15,1818.484707
1.68,9,1819.510708
6.8,17,1823.271386
5.32,14,1825.959701
7.85,14,1827.836336
6.0,18,1831.583711
5.56,18,1835.109005
3.9,11,1836.89763
5.7,22,1840.785291
8.0,17,1844.219972
4.59,10,1845.993963
5.29,18,1848.731559
4.9,17,1852.488896
4.4,12,1854.333877
2.93,11,1856.138206
6.0,10,1857.939917
4.2,12,1860.792554
5.7,10,1862.582556
1.48,6,1863.514209
6.4,15,1866.201562
5.08,17,1869.229221
5.25,17,1872.704233
4.44,14,1874.597231
5.9,10,1876.35052
5.12,13,1879.179196
5.0,11,1881.000196
4.63,15,1883.672838
5.5,17,1887.431845
3.16,16,1890.118472
7.1,20,1893.741829
7.28,19,1897.550157
5.44,15,1900.271801
3.94,14,1902.177827
5.8,17,1905.953788
4.74,14,1908.633429
3.94,16,1911.346429
1.96,6,1912.273451
7.06,22,1916.151426
7.1,15,1918.804426
5.36,13,1921.401451
6.35,18,1925.143094
4.62,12,1926.96709
3.77,12,1928.825127
5.56,13,1931.445087
5.0,20,1935.277088
5.96,16,1937.989089
4.92,14,1940.663088
4.0,13,1943.531092
5.64,15,1946.228612
7.0,14,1948.134259
4.14,13,1950.977548
5.12,17,1953.691206
4.66,14,1956.319892
4.66,12,1958.919557
5.18,8,1960.135165
5.11,15,1962.78184
4.66,17,1966.239054
5.29,13,1968.123055
3.16,12,1970.97535
3.74,21,1974.612646
4.26,16,1977.397004
5.8,17,1980.411599
3.2,10,1982.196601
4.71,15,1984.825896
2.0,9,1986.634237
5.24,18,1990.436479
5.12,22,1994.078137
5.65,9,1995.857789
4.77,14,1998.744787
7.05,12,2000.566814
4.48,12,2003.12579
4.23,15,2006.069789
7.3,16,2008.748788
5.34,16,2011.458613
5.32,13,2014.132248
5.11,14,2016.306877
4.45,14,2018.971586
7.28,16,2021.684302
5.56,18,2025.433754
4.96,17,2028.230752
5.7,16,2031.694661
5.52,15,2034.588276
3.36,15,2037.231926
6.12,17,2040.012617
6.0,17,2043.023257
4.24,16,2046.490271
6.28,28,2051.090613
5.2,17,2054.841387
4.35,9,2055.881674
4.0,11,2058.443298
6.23,17,2061.431926
4.48,16,2064.112927
4.24,15,2066.844228
5.75,11,2068.811623
4.23,14,2071.789901
5.95,16,2074.492516
3.62,11,2077.046841
5.17,10,2078.82784
4.12,12,2080.953511
4.84,16,2083.62517
3.68,13,2086.19903
4.83,15,2089.114647
2.04,9,2090.832278
5.06,15,2093.512944
5.74,14,2095.448253
4.15,16,2099.204931
4.68,14,2101.108621
4.84,17,2104.621934
4.92,19,2108.482281
5.06,14,2110.422624
5.72,16,2113.815321
5.35,10,2115.604625
4.88,20,2119.450262
5.18,12,2121.248282
4.2,15,2123.894996
3.08,12,2125.98336
5.85,13,2128.585014
5.08,16,2131.286561
5.22,18,2135.121179
5.0,10,2136.930526
2.48,11,2138.776539
8.25,13,2141.42614
2.4,13,2143.38777
5.36,16,2146.369464
7.55,14,2149.070295
3.52,13,2151.715601
6.24,14,2154.600256
6.56,15,2157.242938
6.68,23,2160.903238
7.36,15,2163.8469
6.82,19,2167.365854
5.52,18,2170.896124
6.78,25,2175.646091
3.86,18,2178.435757
5.9,12,2181.301757
0.45,2,2181.364762
7.85,16,2184.100401
6.0,23,2188.552413
5.0,10,2190.63567
5.38,13,2192.481669
3.85,10,2194.266331
6.24,14,2196.893642
5.49,12,2199.726275
3.29,11,2201.544276
4.64,18,2204.297923
6.7,25,2208.940524
6.6,12,2211.529843
6.48,14,2214.221844
5.73,24,2218.17174
3.45,8,2220.007739
5.36,13,2222.602368
5.28,19,2225.370662
4.6,13,2228.271017
2.89,7,2229.234018
6.11,14,2231.912304
3.55,13,2234.501999
4.6,14,2237.40429
7.0,11,2239.237961
3.32,13,2241.07196
5.0,15,2243.7456
5.22,17,2247.508542
6.2,18,2250.2532
5.75,13,2252.956867
4.96,15,2256.020429
4.5,14,2258.716008
3.52,12,2260.580779
7.5,13,2263.245395
7.25,13,2265.402065
3.95,15,2268.133766
5.11,12,2270.714068
4.5,16,2273.689719
5.24,19,2277.187999
3.93,12,2279.06065
5.94,18,2282.782279
5.04,13,2284.646631
5.0,15,2287.253868
3.4,10,2289.018868
4.2,13,2291.900223
2.32,8,2293.655859
7.25,18,2296.431629
6.08,18,2299.940292
5.44,15,2302.91439
5.16,19,2306.51972
3.8,9,2307.554398
5.56,16,2311.472502
5.74,17,2314.206178
7.5,14,2316.820458
2.76,14,2319.723374
5.23,17,2322.443594
3.98,15,2325.075593
9.7,19,2328.869629
6.24,17,2331.56101
5.56,13,2334.176015
5.5,22,2338.122026
4.72,14,2340.79366
6.36,15,2343.44831
4.26,18,2347.249279
5.68,19,2350.067581
5.92,17,2353.59425
5.12,18,2356.613559
3.6,12,2359.167224
7.12,16,2361.849907
4.88,11,2363.66091
5.34,18,2367.470896
7.25,15,2370.117552
5.36,13,2371.990827
5.35,13,2374.859492
6.85,17,2377.650828
5.6,14,2380.311504
5.63,16,2383.065111
5.24,14,2385.96942
6.45,10,2387.77142
6.98,19,2391.338766
7.25,8,2393.364398
7.5,15,2396.028775
5.2,16,2398.73341
4.18,13,2400.635071
6.0,10,2402.659087
3.92,12,2405.242415
5.6,12,2407.050735
3.88,12,2409.616404
4.68,16,2412.572696
3.8,13,2414.466714
2.08,6,2416.10797
4.36,14,2417.995989
9.3,18,2421.77228
6.0,19,2425.323998
4.7,22,2428.942301
6.7,10,2430.973632
3.6,14,2433.625332
3.3,14,2436.26601
5.64,14,2439.194679
7.8,12,2441.023351
4.1,8,2442.747006
5.84,21,2446.309251
5.72,20,2450.442156
5.68,16,2453.398884
5.5,12,2455.235858
5.36,22,2459.929769
5.0,14,2462.569408
7.5,11,2464.374412
4.66,13,2466.251026
6.6,20,2470.077013
5.68,16,2473.52969
4.65,11,2475.35435
6.61,17,2478.280635
5.74,17,2481.669295
5.46,12,2483.47699
8.3,13,2486.298665
3.6,13,2488.100664
8.0,16,2490.737653
5.81,18,2494.453654
4.28,15,2497.143289
5.2,13,2499.764588
7.25,13,2501.631248
4.68,13,2504.536882
7.0,17,2507.28353
5.68,18,2511.141339
6.0,17,2514.168719
5.64,18,2517.599421
5.48,18,2520.342735
5.0,16,2524.036964
6.0,17,2526.768622
5.44,15,2529.423296
4.0,18,2533.186233
6.24,19,2536.018139
5.4,17,2539.547481
1.52,8,2540.771132
5.76,16,2544.213794
5.2,17,2546.978212
5.4,16,2549.980847
5.4,15,2552.682174
5.08,12,2555.288815
2.54,8,2556.229814
6.8,13,2559.097502
4.0,16,2561.742845
4.98,17,2564.455488
7.6,17,2568.187161
4.45,8,2569.152159
6.16,18,2572.633835
6.84,15,2575.273837
5.24,15,2578.191419
3.84,14,2580.808812
8.65,14,2583.471487
6.4,15,2586.405184
7.65,14,2588.293875
4.16,10,2590.062525
6.8,13,2592.658848
3.52,14,2595.586532
4.18,18,2598.29718
7.16,15,2600.942468
6.08,13,2603.580142
5.36,16,2606.524791
3.82,17,2609.991107
6.95,12,2611.836439
3.2,14,2614.66308
7.15,14,2617.28508
1.24,9,2618.31977
8.4,16,2621.8051
5.8,14,2624.010769
5.25,12,2626.602486
4.8,15,2629.29845
5.32,17,2632.333114
5.44,19,2635.872558
7.75,14,2638.503597
6.0,13,2640.375565
5.45,11,2643.16656
5.78,18,2645.937559
5.8,20,2649.531559
0.3,2,2650.56156
4.67,12,2652.387559
3.18,15,2655.02856
6.1,15,2657.68056
4.91,18,2661.45756
6.04,15,2664.174566
4.68,17,2666.903578
4.86,21,2670.817558
6.25,14,2673.48558
5.22,15,2676.149569
4.37,15,2679.05858
7.02,26,2683.500569
5.08,12,2686.081558
5.0,20,2689.864563
5.12,15,2692.496231
5.64,14,2694.374271
6.28,19,2698.180235
5.4,9,2699.944232
4.68,12,2701.787252
6.05,14,2704.461231
3.38,13,2707.316257
2.2,4,2708.181254
3.48,14,2710.108236
4.46,15,2712.825231
5.48,18,2716.660232
8.0,18,2720.165232
3.79,14,2722.041231
5.82,15,2724.948236
4.12,12,2727.511255
4.48,15,2730.159228
6.25,14,2733.040234
5.46,17,2735.785232
6.64,14,2738.42223
7.82,28,2743.286231
4.53,13,2745.894231
5.02,14,2748.583255
7.0,13,2750.487926
5.94,16,2754.217191
6.68,19,2757.092887
6.2,20,2760.921023
2.52,7,2762.604685
3.2,5,2763.513669
5.1,9,2765.274286
3.35,7,2766.215286
3.63,12,2768.067947
3.6,9,2770.078608
4.04,13,2772.689962
4.01,13,2774.527622
4.64,13,2777.124304
5.96,20,2781.083954
5.36,16,2783.770633
6.3,14,2786.483295
4.48,12,2788.602971
5.2,13,2791.188333
4.25,16,2793.883007
5.64,17,2797.608318
5.75,12,2799.455319
5.82,17,2802.135638
5.96,15,2804.775278
5.68,16,2808.453231
5.68,19,2811.29194
6.28,20,2814.828335
3.77,9,2816.807362
4.72,12,2819.40463
4.2,13,2821.279278
5.9,12,2823.838934
6.0,10,2825.860936
4.92,16,2828.563585
5.44,17,2831.285602
6.7,13,2834.178287
4.24,16,2836.878933
6.48,17,2839.565239
6.5,18,2843.226911
3.88,15,2845.852277
6.24,18,2849.352591
7.9,15,2852.241935
4.52,17,2854.959942
3.7,13,2857.499639
4.64,15,2860.140972
5.1,12,2862.256654
5.33,15,2864.942288
6.0,11,2866.89658
5.52,14,2869.817334
6.75,14,2872.735672
8.1,18,2875.522273
