# {"t_start": 1765801487.477047, "env_id": "Bpp-v0"} 
r,l,t
2.24,9,293.402045
5.12,20,296.987341
5.56,14,299.155334
4.18,12,301.731988
2.88,10,303.531791
5.6,10,305.298793
4.4,10,307.3581
3.77,10,309.129787
5.2,14,311.786454
3.0,10,313.567097
2.15,6,314.491812
2.85,8,315.51481
5.0,8,317.494126
5.06,12,319.328101
5.18,10,321.140445
2.46,9,322.911469
4.46,11,324.79516
4.48,16,328.518452
3.76,12,330.383429
2.04,8,332.171129
5.28,14,334.076745
4.5,12,336.866452
2.44,8,337.844451
5.0,9,339.56212
1.85,6,340.487136
4.1,6,342.129766
2.24,6,343.062787
3.03,10,345.064466
1.42,6,345.9701
2.37,7,346.91313
2.48,9,348.67882
2.88,7,350.361796
1.02,7,351.333481
5.3,13,354.239778
5.6,12,356.115511
3.52,11,357.958139
6.85,12,360.585812
1.48,7,361.56984
5.72,16,364.557464
6.2,17,368.037849
3.7,13,369.958479
5.1,8,371.997814
2.4,8,373.015818
1.4,8,374.760494
5.9,18,378.259803
3.65,13,380.109784
3.92,8,382.081454
2.74,11,383.907156
2.86,9,385.65415
2.26,8,386.64252
2.95,6,388.287495
1.8,7,389.259493
2.68,8,391.216858
4.3,10,393.014183
4.74,12,394.863559
3.26,12,396.715911
5.24,12,399.563586
4.19,11,401.366565
6.36,15,404.045228
3.2,6,404.970949
2.52,7,406.69315
3.8,13,408.843026
4.76,13,411.502704
4.46,17,414.275059
3.04,9,416.050727
3.16,8,418.046407
4.72,13,419.911092
3.8,12,422.49276
0.0,1,422.523738
4.78,13,424.40375
5.18,11,427.227425
4.72,12,429.051084
3.54,12,430.886094
1.84,10,432.668463
3.52,9,434.442138
7.5,16,437.453491
4.99,15,440.131485
4.18,15,442.837106
3.08,11,445.694814
3.68,11,447.513135
5.08,13,449.416798
3.3,9,451.201505
3.0,10,452.991796
5.8,15,455.943458
3.6,9,457.706141
3.66,9,459.481826
3.2,10,461.240827
5.35,14,464.231476
3.46,11,466.055811
5.09,10,467.909493
5.73,14,470.54318
5.57,19,473.645502
4.8,15,476.383833
4.32,16,479.901493
2.69,9,480.994489
4.26,11,483.841172
2.4,9,484.907677
5.75,10,486.701989
4.54,13,489.315655
3.24,12,491.217654
2.88,9,493.297945
3.42,11,495.117616
4.16,17,498.601927
2.42,12,500.468641
4.06,12,503.257622
4.84,13,505.163309
5.4,20,508.757609
4.15,14,511.645348
4.12,13,514.259646
5.1,15,516.952001
7.6,16,519.942686
5.05,11,521.77237
4.3,10,523.573395
3.31,9,525.364998
4.42,18,528.224302
3.6,15,531.19427
4.2,9,532.972936
4.16,9,534.743569
5.12,15,537.41801
5.2,18,541.171066
4.0,11,542.985813
3.84,11,544.768787
2.5,11,546.613142
4.82,15,549.517776
6.2,16,552.222094
6.25,9,553.961095
5.2,10,555.794775
3.9,9,557.837124
3.02,7,558.809112
2.6,11,561.368792
4.56,14,563.30077
4.25,10,565.116412
4.5,15,568.126743
4.4,13,570.792094
3.36,11,572.608469
5.58,14,575.585117
4.42,14,578.199774
6.3,17,580.945441
4.74,15,583.667074
2.0,8,585.629722
5.3,15,588.315074
2.96,13,590.159072
3.82,14,592.828392
2.6,11,594.891097
4.6,14,597.595405
4.09,8,599.35842
5.0,10,601.218074
4.6,16,604.228662
5.4,14,606.886
3.2,12,608.789673
4.12,13,611.46928
4.84,13,613.654902
5.5,15,616.287282
4.0,10,618.070936
0.44,3,618.910937
4.52,14,621.83663
2.82,11,623.64433
4.8,8,625.386334
5.62,14,627.272653
2.54,9,629.039653
3.6,10,631.097952
4.9,18,634.594239
2.36,8,635.579917
4.98,16,639.093284
4.5,8,640.303276
5.25,11,642.149899
2.94,7,643.858878
5.5,11,645.739565
3.84,12,647.577788
3.65,8,649.584769
4.9,15,652.265107
5.45,10,654.074781
1.8,5,654.946801
2.68,10,656.741466
2.54,11,658.837466
5.24,13,661.422466
2.76,10,663.202853
4.7,11,665.009884
1.68,7,665.943539
4.92,13,668.834897
3.4,11,670.666902
3.57,11,672.480176
4.25,13,675.108888
3.66,10,677.179532
2.94,12,679.103216
4.77,13,681.724892
4.68,13,684.320544
2.7,9,685.338525
3.92,14,688.281805
5.99,17,691.809133
6.36,19,694.67849
5.64,18,698.470949
3.97,9,700.243969
5.9,16,702.934095
5.16,15,705.900727
2.68,10,707.704098
5.64,19,711.223721
7.65,16,714.187088
5.5,12,716.060092
6.27,12,718.696418
5.7,12,720.628065
4.2,14,723.81375
4.3,11,725.783066
3.53,12,728.53339
3.49,14,730.532364
4.4,13,733.710716
1.64,6,734.683368
6.55,16,737.460951
6.1,13,740.042946
3.0,6,740.957164
2.66,11,743.039162
5.74,13,745.65097
4.1,7,746.593316
4.12,15,749.232312
2.76,11,752.024287
2.62,9,753.052901
4.72,15,755.674557
6.46,15,758.350207
5.08,15,761.339863
3.81,11,763.919982
6.0,13,765.82869
5.4,17,769.313593
4.49,17,772.322936
4.92,15,775.02858
3.35,10,776.817017
5.95,12,778.688017
5.76,21,783.230875
2.76,16,785.92929
3.4,13,787.786963
2.32,9,789.783629
3.32,9,791.552353
7.0,13,794.157029
5.62,15,796.825393
2.4,12,798.92335
4.25,9,800.699036
7.0,13,802.554037
2.28,8,804.290694
4.68,14,807.21619
4.0,11,809.031168
5.0,17,811.807543
4.81,15,814.414904
4.62,17,818.185197
4.9,8,819.192845
3.8,12,821.799559
4.3,13,823.678564
3.12,9,825.673229
5.75,7,827.355398
5.52,16,830.034095
3.32,13,831.941748
5.44,12,834.8001
4.51,12,836.65845
1.3,8,838.389447
4.2,15,841.09714
5.56,14,844.014776
3.9,7,844.960772
2.36,11,846.792164
5.68,15,849.461838
5.4,13,852.131191
2.58,8,853.376189
3.5,11,855.944846
5.16,12,857.812511
3.0,8,859.518535
5.71,12,861.368682
5.05,8,863.305684
4.0,9,864.29239
2.8,13,866.914683
2.57,9,868.689683
4.5,13,870.547981
7.4,17,874.232282
3.6,10,875.986943
8.35,16,878.68527
3.0,10,880.75625
4.31,16,883.499924
4.97,17,887.021758
3.21,10,888.851912
5.5,15,891.754558
5.08,15,894.443884
2.52,9,895.455867
4.39,15,898.139206
3.12,10,900.163891
5.3,12,902.761536
4.09,15,905.433211
5.4,14,908.329897
4.48,12,910.170587
2.92,11,911.973917
5.0,14,914.605608
5.45,11,916.401243
7.15,14,919.26839
4.2,14,921.938031
5.03,13,923.80367
5.75,9,925.620683
5.25,10,927.664003
3.3,12,930.285327
6.4,13,932.162046
6.2,13,934.772733
3.14,9,936.784052
4.68,16,939.540683
4.88,20,943.060346
3.02,15,946.00196
6.9,13,947.871232
4.1,11,950.371903
6.5,14,952.309616
5.74,22,956.962569
5.75,11,958.783532
3.18,9,960.635865
5.84,12,962.55744
1.72,8,964.548421
5.33,19,968.112777
4.36,16,970.802452
3.84,14,973.753825
6.34,17,976.507148
3.52,9,978.288735
3.42,9,980.062752
4.0,10,982.155405
4.3,11,983.971053
5.1,17,986.673338
4.32,12,989.214338
5.02,15,992.174381
2.0,11,993.992014
4.72,19,997.554404
4.84,14,999.477082
5.8,12,1002.336726
3.13,9,1004.101727
3.29,17,1006.881625
2.48,11,1008.742917
5.0,12,1011.600909
6.32,15,1014.320915
5.64,28,1019.173915
5.6,10,1020.987887
3.3,14,1023.673035
6.4,13,1026.270688
5.68,22,1030.125002
2.92,14,1032.76531
6.75,8,1033.720327
6.96,20,1037.510276
4.0,13,1040.113306
5.8,9,1041.867932
3.68,12,1043.718621
5.6,14,1046.63303
4.92,13,1049.29328
4.69,17,1052.064304
4.8,14,1054.756943
4.18,13,1056.900001
3.8,12,1059.501144
5.56,12,1061.350145
2.32,7,1063.032769
2.82,14,1065.223493
3.65,13,1067.858801
5.22,10,1069.634794
5.6,14,1072.269111
5.23,18,1075.287822
4.2,13,1077.872136
4.44,14,1080.484834
3.62,15,1083.374498
5.82,13,1085.242512
6.76,21,1089.598454
2.76,8,1090.585475
4.4,11,1092.655853
5.28,14,1095.325534
6.6,11,1097.161194
5.74,14,1099.833824
3.77,16,1102.799522
7.0,13,1105.38418
3.5,8,1107.086494
3.6,14,1109.014514
3.84,11,1111.825768
5.09,13,1113.693025
4.16,15,1116.335683
2.3,11,1118.155347
5.65,16,1121.87466
3.88,19,1124.683346
4.87,22,1129.29123
3.04,8,1130.279208
3.82,13,1132.868613
8.1,16,1135.554286
5.24,15,1138.569562
4.34,12,1141.653205
1.46,6,1142.718106
3.02,10,1144.67608
2.62,11,1146.70212
4.6,15,1149.951728
6.6,12,1151.971059
5.3,10,1153.792055
5.6,12,1156.522691
5.5,12,1158.784988
3.5,7,1160.634598
5.14,16,1163.588266
5.0,21,1167.495605
4.2,11,1169.58625
4.47,14,1172.283408
2.66,11,1174.256066
4.64,17,1178.2503
6.3,14,1180.286955
5.15,13,1182.867628
3.84,10,1184.641307
6.6,8,1186.334306
4.06,12,1188.406618
6.0,16,1191.055212
2.8,13,1193.631569
5.35,14,1196.505227
3.95,12,1198.326873
5.96,19,1201.848086
1.36,7,1202.819741
5.5,11,1204.708739
2.42,8,1206.682664
4.45,9,1208.470363
3.64,11,1210.275337
4.65,18,1213.813677
4.76,13,1215.947306
3.7,12,1218.540621
4.08,12,1220.405305
3.56,12,1222.285292
5.0,11,1225.108978
5.1,20,1228.616287
5.32,19,1231.448017
4.06,11,1234.259305
4.0,20,1237.827671
3.2,13,1239.793302
6.3,13,1242.881978
6.0,13,1244.883596
5.0,17,1248.726557
3.9,13,1250.728943
4.86,14,1253.804119
2.8,5,1254.785105
5.18,20,1258.470512
4.62,11,1260.285209
3.9,15,1263.290812
5.48,14,1265.933421
5.49,17,1269.370382
7.7,18,1272.331697
7.5,12,1274.876367
2.67,8,1275.850353
5.1,13,1278.413643
4.44,12,1280.497342
5.56,21,1284.13396
1.65,8,1285.863981
4.46,12,1287.702326
3.62,12,1290.594949
5.0,17,1293.378055
5.92,20,1297.008383
3.6,12,1299.908036
5.72,21,1303.617713
5.64,14,1306.265373
4.5,10,1308.29467
6.24,19,1311.047341
2.68,10,1312.825964
3.7,11,1315.359608
3.16,11,1317.436755
4.21,14,1320.067427
4.36,15,1322.841188
2.46,11,1324.717214
2.99,14,1327.646419
3.15,8,1328.651046
3.87,9,1330.403066
5.68,22,1334.098346
5.2,18,1337.917403
2.16,7,1338.875404
5.88,19,1342.444057
5.28,14,1345.334743
3.48,11,1347.111037
4.94,14,1349.720706
5.08,14,1352.350405
4.56,18,1355.371656
2.16,7,1357.05436
4.38,12,1358.895013
6.2,21,1362.497632
5.56,19,1366.334276
6.56,20,1369.884004
2.36,12,1372.770344
2.92,10,1374.574342
1.96,8,1375.537364
5.27,15,1378.205364
4.48,15,1380.900343
3.86,14,1383.840189
6.67,15,1386.476452
4.28,14,1389.118798
6.5,15,1392.066195
4.32,16,1394.733819
5.2,13,1397.356513
4.16,13,1399.209122
4.32,11,1401.237799
6.05,12,1403.797495
5.32,14,1406.430143
5.84,18,1409.461429
4.23,13,1412.080091
3.1,9,1413.808749
2.6,10,1415.576415
4.62,14,1417.50712
3.64,15,1420.473765
4.2,12,1423.074455
4.2,9,1424.851108
4.0,18,1427.877447
4.41,12,1430.489091
6.32,22,1434.114408
5.48,17,1437.123754
5.52,15,1439.78039
4.5,12,1442.37241
2.6,12,1444.192026
5.35,15,1447.140013
3.94,16,1449.871695
6.33,16,1453.375998
2.32,6,1454.315002
5.89,15,1457.242312
7.08,19,1460.728595
4.88,17,1463.509243
4.53,12,1465.649216
6.3,17,1469.121625
4.7,10,1470.919265
3.84,15,1473.874647
5.76,18,1476.614298
3.47,10,1478.395573
3.58,11,1480.934573
6.0,14,1483.091189
4.44,16,1486.495852
5.6,12,1488.339973
2.08,8,1490.088
4.8,14,1492.295974
7.28,20,1495.918979
6.12,15,1498.591988
6.6,16,1502.348998
4.28,19,1505.15801
4.46,12,1507.768624
5.9,15,1510.678606
3.8,12,1512.520615
6.05,11,1514.316621
4.38,14,1516.94962
4.49,12,1519.808617
3.6,13,1521.686596
3.78,17,1525.148594
3.84,16,1527.876615
5.05,14,1530.732594
6.28,18,1533.554616
5.02,12,1536.148595
4.64,14,1538.329614
4.84,16,1541.866596
4.28,12,1543.854617
6.1,12,1545.74743
3.66,8,1547.751707
5.7,16,1550.509756
3.4,11,1552.335413
4.2,12,1554.928655
5.26,15,1557.866002
3.84,15,1560.576639
5.16,13,1562.490393
6.45,17,1566.220072
7.6,15,1568.885039
4.92,14,1571.568702
2.8,13,1573.447407
5.0,12,1576.312046
3.98,14,1578.226302
5.4,15,1580.880993
0.56,4,1581.76199
6.44,16,1584.746678
1.12,6,1586.437328
5.2,17,1589.147957
4.38,16,1591.86858
2.96,10,1593.919911
6.28,15,1596.603583
5.04,17,1600.063928
6.3,13,1601.980614
3.34,11,1604.06141
4.0,10,1605.848068
3.96,13,1608.488251
5.68,24,1613.2135
4.3,12,1615.074852
5.5,10,1616.849546
2.48,8,1618.570235
4.81,15,1621.582899
4.56,16,1624.315975
5.18,12,1626.168635
4.0,11,1628.731578
6.36,17,1631.726217
5.52,16,1634.400533
5.0,14,1637.025189
3.6,12,1638.855829
5.0,14,1641.743517
3.92,13,1644.321154
4.58,13,1646.190132
5.44,16,1649.893749
3.9,16,1652.601243
6.8,23,1656.234851
6.4,19,1660.073197
5.7,15,1662.805898
7.3,13,1665.439075
5.9,12,1667.525474
5.36,16,1670.192452
4.2,13,1672.804817
6.5,14,1675.455534
7.4,14,1678.30482
6.3,12,1680.119469
5.94,26,1684.605129
5.08,15,1687.521067
5.56,12,1690.141748
4.71,11,1691.955387
8.55,16,1694.964676
6.6,13,1697.631045
8.0,16,1700.385852
5.4,17,1703.159836
5.09,16,1706.119532
5.6,15,1708.786873
6.0,15,1711.443498
6.2,13,1714.31179
4.25,13,1716.942459
5.4,17,1719.660736
4.32,15,1722.576384
4.9,14,1725.23309
3.16,15,1727.903696
4.42,15,1730.634346
5.17,14,1733.521627
4.74,17,1736.270646
4.0,8,1738.003983
4.59,15,1741.04266
5.8,17,1743.93216
4.48,18,1747.457118
7.75,14,1749.47872
6.5,10,1751.501398
5.96,13,1754.102118
4.81,14,1756.698774
6.8,15,1759.625113
5.52,15,1762.317256
3.82,10,1764.084905
6.6,16,1766.805551
7.8,14,1769.762885
3.48,12,1771.646864
2.04,6,1772.590203
3.87,10,1774.368201
5.06,13,1777.012831
4.26,12,1779.138157
5.1,13,1781.78582
5.54,12,1783.644819
4.82,16,1787.43003
5.32,14,1789.349051
3.44,19,1792.882312
4.44,13,1795.495982
3.6,13,1797.619276
6.38,21,1801.971592
7.5,13,1803.84231
3.84,17,1807.631347
4.6,13,1809.489023
4.42,16,1812.216293
4.34,16,1815.961877
4.16,18,1818.737188
4.08,13,1821.396876
6.0,15,1824.345496
5.9,18,1827.154819
6.75,13,1829.7625
5.8,14,1832.403877
1.2,6,1833.563875
3.2,11,1835.404473
5.24,18,1838.877788
5.34,14,1841.525453
3.59,10,1843.568433
5.52,14,1845.440129
5.72,16,1848.843106
8.14,24,1852.798385
6.22,17,1856.283045
4.65,11,1858.086369
5.48,14,1861.007079
5.0,11,1862.838712
5.6,11,1864.654715
2.18,12,1867.249704
6.1,12,1869.142358
4.82,15,1872.095743
5.96,18,1875.563395
4.96,10,1877.32907
3.68,11,1879.359681
4.2,12,1881.196335
3.13,7,1882.890336
5.08,15,1885.565977
4.46,17,1888.576336
2.42,8,1890.296988
7.6,15,1892.985266
4.57,11,1894.810291
5.1,10,1896.65499
5.6,21,1900.512301
6.5,14,1903.172949
6.8,20,1907.043641
4.3,17,1909.814944
4.9,12,1912.392563
6.66,17,1915.155587
4.72,12,1917.246566
4.0,10,1919.022587
5.21,14,1921.662566
6.3,22,1926.248585
3.76,17,1928.947249
6.5,13,1931.586249
9.0,12,1933.426229
5.44,17,1936.422256
5.94,16,1939.87826
6.93,20,1943.710255
5.0,14,1945.635251
4.5,16,1949.113753
3.0,6,1950.01841
3.75,8,1951.014388
6.5,17,1954.68571
5.59,15,1957.344059
4.88,13,1959.236672
7.95,13,1962.086309
7.6,20,1965.619002
6.5,12,1967.462194
4.72,19,1971.265861
6.37,19,1974.80215
5.44,18,1978.358439
3.59,14,1980.582139
5.07,15,1983.286744
4.56,14,1985.893416
6.1,18,1989.704394
5.88,15,1992.416639
0.48,3,1992.515645
4.6,11,1995.06328
5.75,12,1996.91628
5.08,23,2001.57693
4.23,13,2003.413958
6.3,12,2005.997951
4.16,14,2008.174958
3.02,10,2009.94193
4.4,13,2012.557754
3.76,13,2015.192779
6.6,15,2018.17104
5.72,13,2020.041757
6.6,15,2022.748421
6.45,13,2025.358578
7.2,12,2027.444913
3.88,14,2030.147915
6.0,16,2032.872204
5.49,17,2036.569418
4.44,19,2039.336092
4.64,22,2043.771422
6.56,13,2045.918547
3.8,22,2050.302437
4.54,10,2052.072774
4.08,23,2056.045547
6.0,21,2060.423457
6.18,22,2064.277068
3.95,8,2065.995076
4.77,13,2067.89239
4.3,11,2069.862065
5.2,15,2072.925027
5.2,11,2075.465658
5.0,16,2078.156345
4.14,15,2080.845006
5.6,20,2084.670322
6.5,10,2086.427325
5.4,20,2089.952186
4.85,12,2092.023439
6.9,14,2094.654091
6.6,15,2097.357414
4.2,10,2099.166395
7.5,11,2101.276114
2.58,10,2103.058784
4.41,14,2105.738393
2.5,9,2107.525768
5.1,20,2111.406099
6.64,16,2114.094766
4.16,14,2116.709501
4.68,10,2118.773787
6.34,19,2122.294402
4.56,18,2125.025108
5.1,15,2127.935467
6.8,15,2130.597178
3.5,13,2133.202687
4.4,13,2135.087688
4.48,14,2138.061018
6.4,16,2140.823669
4.0,16,2144.322303
4.82,19,2147.460603
5.26,15,2150.173792
4.86,14,2152.844106
5.9,13,2155.734768
4.76,17,2158.444099
4.96,10,2160.195735
5.28,14,2162.853385
4.64,12,2164.9644
5.3,12,2167.539328
4.44,15,2170.213997
5.92,17,2172.974293
5.4,23,2177.656253
4.44,14,2180.320233
4.19,10,2182.130899
4.2,9,2183.40756
7.7,15,2186.114551
2.72,12,2188.750928
4.95,15,2191.460553
6.36,16,2194.39683
5.0,11,2196.214472
6.88,20,2199.758802
3.96,11,2201.832443
4.44,16,2205.280057
3.8,13,2207.139071
8.55,14,2209.734983
5.24,15,2212.647351
4.64,14,2215.324984
3.41,8,2216.328984
2.05,11,2218.888276
4.36,13,2221.091874
3.28,13,2223.72851
3.4,11,2225.524182
4.95,15,2228.219498
3.65,14,2231.115157
5.12,20,2234.714114
6.1,14,2237.349134
3.43,11,2239.415448
4.51,13,2241.304105
4.6,11,2243.814741
4.92,14,2245.725762
5.16,14,2248.660076
5.02,13,2251.255711
5.5,16,2254.033024
4.15,13,2257.014896
5.25,7,2258.001571
5.92,18,2261.568942
4.93,18,2264.357942
4.6,15,2267.349536
7.2,19,2270.963598
6.0,12,2272.79823
4.68,14,2275.699859
4.28,11,2277.49414
5.58,15,2280.143794
4.2,17,2283.648422
8.0,14,2286.499103
6.35,13,2288.33639
5.75,11,2290.128023
8.4,15,2292.802387
5.02,12,2295.666025
5.27,13,2297.548792
3.5,16,2300.964426
2.95,10,2303.057936
5.19,19,2305.887561
5.0,19,2309.50054
3.8,11,2311.522317
5.07,13,2314.392642
5.72,15,2317.082332
4.24,14,2319.700887
4.0,12,2321.796542
5.68,17,2325.246754
5.14,16,2327.934654
4.2,16,2330.882794
6.76,17,2333.570172
6.4,19,2337.116838
6.0,9,2338.893498
4.62,15,2341.884205
5.45,9,2343.61882
2.45,9,2345.364829
4.26,19,2348.214764
4.18,14,2351.115443
4.75,14,2353.808726
4.6,14,2356.486362
5.06,14,2359.343717
3.87,15,2362.003391
6.7,14,2363.895046
6.32,20,2367.740346
4.91,12,2370.333059
4.68,19,2373.848989
4.84,13,2375.748653
6.05,17,2379.50098
5.84,17,2382.261643
4.76,13,2384.915271
6.66,21,2388.782582
4.88,12,2390.635217
6.02,21,2394.315557
6.72,17,2398.040936
8.1,15,2400.714552
4.46,12,2402.584225
4.54,17,2406.306891
7.2,13,2408.153201
6.16,22,2412.497152
5.84,21,2416.344819
5.6,12,2418.174107
6.48,22,2422.787771
4.31,12,2424.637448
4.95,17,2427.411114
1.12,7,2429.083793
6.0,16,2432.022099
5.34,17,2434.751795
5.57,18,2438.275168
3.6,12,2440.157837
5.81,17,2443.872515
4.84,14,2446.484149
4.84,13,2448.350418
5.08,16,2451.415307
4.18,20,2455.445016
5.4,15,2458.120517
5.65,11,2460.956845
6.34,15,2463.665932
5.87,16,2466.354569
4.4,19,2470.144166
2.54,9,2471.164511
5.75,12,2473.746831
5.56,16,2476.468505
4.92,21,2480.260766
4.62,12,2482.786437
2.97,9,2483.773458
5.08,16,2487.412151
5.0,10,2489.127826
6.19,16,2491.75314
7.75,15,2494.382439
5.3,11,2496.434796
5.4,17,2499.194407
0.24,2,2499.984427
5.24,18,2502.736755
6.5,11,2505.596407
5.0,19,2508.397042
5.41,16,2511.983443
6.96,22,2516.118884
5.2,17,2518.795556
4.32,10,2520.570909
7.11,21,2525.138103
7.52,17,2527.869762
5.38,15,2530.517458
4.3,13,2533.4074
4.15,12,2535.232375
7.1,13,2537.858303
4.92,12,2539.741951
8.0,18,2543.508292
5.88,14,2545.417916
6.7,17,2548.927377
4.72,10,2550.744989
5.54,18,2553.809319
5.52,16,2557.269956
5.42,15,2559.900672
6.64,22,2563.723987
4.64,14,2566.349628
5.1,11,2568.156651
6.66,26,2572.885322
5.58,19,2576.361972
4.38,15,2579.293558
7.35,14,2581.916327
3.94,9,2583.654626
4.5,13,2585.550627
6.02,16,2588.510342
7.2,13,2591.096016
6.0,19,2594.608009
5.56,14,2597.534668
2.86,11,2599.308319
5.95,9,2601.035322
4.06,15,2603.694629
4.56,15,2606.646323
5.01,15,2609.302933
4.44,21,2612.882925
5.76,18,2615.863582
6.12,17,2619.299241
4.04,18,2622.114936
5.16,17,2625.892912
5.24,16,2628.618624
5.36,14,2631.278589
1.98,8,2632.267613
7.2,10,2634.345257
4.0,13,2636.970452
6.03,18,2640.45272
6.43,22,2644.315721
6.0,18,2647.82272
4.84,13,2649.704699
3.9,15,2652.6287
5.35,14,2655.260721
5.15,12,2657.06772
5.8,9,2658.806724
6.0,12,2661.651721
4.86,13,2663.531721
4.0,11,2665.380722
7.28,20,2668.946723
4.44,15,2671.933699
4.9,17,2675.436728
5.76,16,2678.13071
4.62,11,2680.1977
5.18,12,2682.741738
3.34,12,2684.566728
7.2,28,2690.077721
4.0,14,2691.964721
5.0,21,2696.238372
3.14,13,2698.3504
3.35,12,2700.965373
4.96,11,2702.783394
5.9,13,2704.662384
5.95,12,2707.509394
2.33,8,2708.501372
4.0,9,2710.254373
7.22,22,2714.677395
5.45,18,2717.757373
7.08,21,2721.382393
3.98,15,2724.021393
4.24,13,2726.865392
7.2,16,2729.554399
5.66,14,2732.170373
4.76,14,2735.0524
5.4,21,2738.643394
2.6,11,2740.465407
5.04,16,2743.219394
4.48,13,2746.119403
3.52,12,2747.945393
4.8,13,2750.597409
5.12,16,2753.605102
6.3,14,2756.265337
6.72,21,2759.929045
3.75,6,2760.837051
4.8,16,2764.554805
5.27,15,2767.255428
5.44,13,2769.117453
5.9,17,2772.860103
5.73,16,2775.544762
6.4,17,2778.238784
5.37,12,2781.160446
5.24,14,2783.124089
5.74,15,2785.785798
4.56,15,2788.521455
5.71,14,2791.450137
4.1,20,2794.972142
5.95,15,2797.636836
7.6,19,2801.436461
6.2,14,2804.025787
6.7,16,2806.685419
3.48,11,2808.731095
4.54,12,2811.369305
5.08,16,2814.073102
5.58,17,2816.776496
7.46,22,2821.385772
5.12,17,2824.123441
5.22,16,2827.046102
6.24,19,2830.577726
5.88,15,2833.233764
5.28,17,2836.256402
4.76,15,2838.921074
3.9,13,2841.480406
5.3,12,2843.280051
4.82,13,2846.071701
4.46,15,2848.719439
5.18,14,2851.362733
3.68,12,2853.186073
4.55,15,2856.097095
5.72,17,2859.480781
3.66,16,2862.15514
6.0,9,2864.174793
6.18,15,2866.863406
7.6,13,2868.876749
5.88,18,2872.925224
6.15,16,2875.647815
4.36,14,2878.293408
5.31,17,2881.082663
2.62,9,2883.040646
5.8,10,2884.793319
6.4,18,2888.279981
7.2,16,2891.253945
2.46,12,2893.095248
5.04,14,2895.764788
