# {"t_start": 1765801489.526212, "env_id": "Bpp-v0"} 
r,l,t
1.6,9,267.105242
3.55,12,269.193928
1.22,6,270.24663
1.36,6,271.938776
1.65,9,272.967772
4.88,16,276.457602
2.92,9,277.731601
2.11,6,279.421295
2.52,10,281.210295
3.64,10,283.010953
4.96,12,284.894195
2.5,7,285.876911
2.36,9,287.876907
2.82,7,289.591603
3.9,10,291.35288
4.37,11,293.167907
4.72,7,294.118514
1.71,7,296.090147
3.28,10,297.881797
4.0,8,298.856798
3.74,11,300.678602
3.2,7,302.369604
5.44,14,305.278917
2.9,12,307.112603
5.04,14,309.770269
3.4,12,311.612976
4.3,13,314.522278
4.72,16,317.218937
3.26,12,319.09128
2.0,6,320.77228
2.25,9,321.838969
3.8,8,323.815968
4.96,19,327.41858
4.42,12,329.293268
2.64,8,331.037601
3.49,11,333.084591
2.08,7,334.037266
4.25,13,336.601951
3.07,11,338.407957
6.18,14,341.045604
2.48,8,342.984269
4.48,15,345.625635
2.52,8,346.630631
3.6,8,348.34429
2.8,11,350.19996
2.2,8,352.190613
3.94,10,354.004323
4.9,9,355.027978
3.96,17,358.568649
4.88,12,360.700299
4.76,16,363.426967
4.92,17,366.946348
3.4,12,368.830327
3.48,11,370.966653
1.08,5,371.885625
5.59,12,374.452963
3.49,10,376.241651
4.0,10,377.995619
2.0,8,379.23529
1.68,10,381.026293
2.44,9,382.763964
3.72,13,385.390331
5.76,10,387.178369
4.05,14,390.070318
2.0,9,391.101012
4.9,11,393.645051
5.25,8,394.632709
2.76,9,396.404399
3.0,9,398.401395
1.86,5,399.282393
3.12,10,401.077087
5.04,16,403.804765
4.52,15,406.761867
3.98,14,409.454514
3.65,7,410.416242
5.6,11,412.257895
3.4,11,414.859226
5.5,10,416.885232
2.94,11,418.690914
1.8,6,419.601915
4.16,9,421.366576
3.28,11,423.185575
1.12,7,424.161259
2.9,13,427.001919
4.31,16,429.701644
2.36,7,431.391278
2.0,12,433.28895
3.64,8,435.270631
2.48,9,436.2913
2.68,10,438.0833
4.75,8,439.817945
3.4,10,441.640637
2.68,14,444.549951
2.36,8,445.556956
7.65,13,448.200325
4.95,9,449.995959
6.44,18,453.030632
3.3,12,455.626978
4.91,16,458.34964
2.93,9,460.080302
2.72,8,461.107299
3.68,13,464.037645
5.02,19,467.642304
5.4,15,470.350666
3.93,12,472.464359
4.76,17,476.013643
3.4,10,477.853314
3.3,8,478.911314
3.0,13,481.826992
2.64,11,483.706136
3.8,11,485.508803
3.25,9,487.26747
3.6,10,489.105467
3.68,9,491.190759
3.72,9,492.94645
4.9,18,495.721767
4.0,15,498.420436
3.46,15,501.306436
3.4,11,503.145118
2.75,8,504.880442
4.46,10,506.674447
3.22,10,508.717185
4.18,11,510.516462
4.2,9,512.276462
5.17,15,514.970843
3.32,15,517.92352
3.46,10,519.723205
3.9,9,521.493226
2.28,8,522.503852
3.8,9,524.292463
5.0,10,526.14211
1.66,8,528.172432
4.84,11,529.988749
3.55,9,531.786403
4.24,11,533.569404
4.64,17,536.583261
5.0,19,540.115906
4.8,13,542.686624
3.41,12,544.564955
4.79,11,546.607589
2.7,8,548.325609
4.0,10,550.111912
4.32,16,552.804587
4.92,13,555.756951
1.74,9,557.539951
5.2,12,559.39063
5.2,14,562.072255
5.45,9,564.128908
4.72,16,566.901576
5.32,16,569.645931
5.61,17,572.457277
4.8,16,576.115585
4.02,10,577.914252
4.16,8,578.897257
5.5,14,581.579884
5.08,22,585.460909
4.04,12,588.017892
4.0,14,590.678232
4.48,15,593.632905
2.57,10,595.462217
4.5,6,596.403216
2.68,10,598.239882
6.1,10,600.086885
4.6,11,602.18048
4.68,9,603.942149
3.52,11,605.793814
3.0,9,607.572507
4.5,17,610.650731
4.56,12,613.234405
6.3,9,614.238117
4.72,14,616.889773
4.2,9,618.681458
4.32,11,620.731444
4.85,9,622.488164
4.76,17,625.224469
4.8,10,627.024467
5.12,14,629.950458
3.04,8,631.665099
3.48,11,633.468754
3.32,7,634.457464
5.68,13,637.10709
2.12,9,639.088094
4.68,13,641.010714
3.86,10,642.827376
5.2,13,645.472623
6.1,13,648.368271
5.46,16,651.07596
4.12,15,653.784618
4.44,11,655.611279
4.56,14,658.483282
3.94,14,661.123687
4.6,11,662.925713
4.6,12,664.785026
3.94,11,666.851718
4.02,8,668.586719
4.48,14,671.229011
5.36,12,673.091723
6.5,17,676.916053
4.38,18,679.711711
3.88,12,682.27236
3.44,11,684.352664
4.16,11,686.197629
7.3,16,688.938966
4.3,13,691.605306
4.3,11,693.734448
4.3,15,696.421784
5.24,18,699.927926
5.72,13,701.841925
3.0,9,703.851562
4.25,12,705.71391
5.0,15,708.374538
6.24,16,712.075928
4.72,19,714.92726
2.3,7,716.64823
3.0,10,718.498896
4.37,13,720.628558
5.31,11,723.630875
3.72,15,726.485199
5.3,21,730.264549
2.96,8,731.749549
5.3,13,734.461136
5.2,13,737.062756
4.4,16,739.75998
4.66,11,741.811621
3.04,12,743.664784
3.95,15,746.293132
3.7,7,747.975428
4.58,16,750.943772
2.7,7,751.882736
5.72,22,756.212023
4.0,8,757.197676
5.92,16,760.964818
4.2,12,762.829519
4.74,15,765.514429
2.64,10,767.333427
4.69,14,770.239746
3.2,11,772.071415
3.17,11,773.890438
5.56,17,777.646501
6.01,17,780.364697
4.32,12,782.205694
6.5,11,784.725781
5.0,9,785.738778
6.14,15,788.665442
3.6,12,791.237798
6.53,14,793.874552
3.88,10,795.899916
4.12,9,796.934218
5.84,23,801.337516
5.0,11,803.180507
5.46,14,806.100004
4.3,15,808.815407
4.0,8,810.50872
5.2,13,812.333722
4.14,15,815.31304
5.0,13,817.95566
2.53,8,818.946659
3.18,7,820.6394
4.31,11,822.476046
5.8,14,825.337888
4.76,17,828.049898
5.8,14,830.728256
4.42,15,833.68593
3.77,10,835.477288
7.1,14,838.140955
5.26,15,840.823613
3.14,12,842.941615
4.68,12,845.543978
3.22,10,847.318654
5.0,12,849.195654
4.0,11,851.294004
5.5,11,853.119662
3.6,11,855.703351
1.85,6,856.626346
3.93,11,858.413498
3.75,13,861.257499
4.0,6,862.166189
4.8,8,863.143208
4.0,13,865.767518
5.2,11,867.576147
3.4,12,870.392117
2.82,12,872.214122
6.5,11,874.00176
3.4,12,876.572129
4.81,13,878.737085
3.52,17,882.270742
5.02,20,885.877722
5.55,9,886.933722
5.95,12,889.743365
7.7,10,891.540703
4.88,17,894.249705
4.2,14,897.172037
3.06,8,898.8907
5.68,16,901.60336
4.2,16,904.309006
3.38,15,907.223439
2.28,8,908.944401
3.2,11,910.748732
4.26,17,913.453412
4.09,16,916.395226
3.08,10,918.191207
5.6,19,921.728514
5.18,13,924.658812
4.4,11,926.501813
5.44,10,928.289162
7.0,15,930.966545
6.0,17,933.975248
4.06,13,936.606516
5.4,8,938.350518
2.9,13,940.19416
4.9,21,944.049799
2.84,9,945.789067
6.3,14,948.383747
5.7,10,950.205435
4.42,17,953.223078
5.06,12,955.797369
5.65,9,957.591029
4.4,18,960.509257
1.29,8,962.500254
4.36,16,965.207609
6.15,11,967.020268
4.86,15,969.738948
6.05,9,971.765639
2.42,7,972.727337
5.92,17,976.23957
2.32,12,978.107568
3.68,11,980.24624
7.75,15,982.905891
3.94,12,985.442174
3.68,12,987.256174
3.46,10,989.314518
4.26,10,991.115856
3.4,8,992.84585
4.3,12,994.691222
3.5,7,996.401879
3.8,17,999.417552
5.44,16,1002.141553
4.0,10,1003.9802
6.4,13,1006.631726
3.7,9,1008.660728
5.0,10,1010.466725
2.6,13,1012.371744
2.04,10,1014.137723
5.7,11,1016.000748
3.0,10,1018.067728
4.44,9,1019.857723
4.87,15,1022.545844
4.24,10,1024.308504
3.88,11,1026.356816
6.0,14,1029.012827
4.72,11,1030.801149
4.2,8,1032.513804
5.0,11,1034.315791
4.83,13,1037.156135
3.0,10,1038.927772
4.8,12,1040.788767
6.08,27,1046.343098
3.26,13,1048.245436
3.55,15,1050.945776
3.32,11,1052.802779
3.72,12,1055.661819
1.2,6,1056.579953
5.96,12,1058.427954
4.2,13,1061.045627
4.15,13,1063.939307
3.53,14,1065.87261
4.4,8,1067.585629
4.12,14,1070.219946
3.82,13,1072.353631
6.08,20,1075.885952
5.02,14,1078.499645
3.36,10,1080.269646
5.42,17,1083.973956
6.68,15,1086.6563
5.6,12,1088.506313
5.29,13,1091.393688
5.6,18,1094.181364
4.18,21,1097.823659
5.28,14,1100.718334
4.2,17,1104.151994
3.6,16,1106.875331
7.35,12,1108.982587
4.66,18,1112.481833
4.85,11,1114.254511
3.84,11,1116.077163
4.28,14,1118.985838
2.6,15,1121.655501
3.32,14,1124.326202
3.76,13,1126.215042
4.92,16,1129.88571
5.85,10,1131.636099
4.92,12,1133.472096
3.94,11,1135.283399
7.2,15,1138.525045
7.0,12,1141.647916
6.16,15,1144.577959
4.38,16,1147.868563
4.12,15,1150.730876
3.9,15,1153.515553
5.65,13,1155.542851
2.86,11,1158.585433
3.22,14,1160.677433
4.32,13,1163.486079
1.96,9,1165.417419
5.4,13,1167.571073
5.28,8,1169.333065
4.72,16,1172.207897
3.04,11,1174.119531
6.3,14,1177.22577
6.0,10,1179.092772
4.4,11,1180.879458
4.8,16,1184.285141
5.85,9,1185.531413
4.0,10,1187.285423
2.05,5,1188.164433
6.1,13,1190.732736
4.28,11,1192.516408
6.6,14,1195.393729
4.06,20,1198.952903
3.68,12,1200.80458
4.26,15,1203.801236
3.46,11,1206.388175
3.0,12,1208.226172
4.0,10,1210.011489
6.6,13,1212.91812
7.5,14,1214.823786
5.0,6,1216.492432
4.76,21,1220.150117
6.5,13,1222.285785
5.98,14,1224.906145
6.36,22,1229.268833
5.84,14,1231.439141
4.2,16,1234.882471
5.24,17,1237.715121
5.1,15,1240.86479
5.82,16,1243.823489
2.76,9,1245.695395
4.75,8,1247.578394
5.78,17,1250.822365
6.16,13,1253.536942
4.7,9,1254.560624
2.42,8,1256.38535
6.6,13,1259.080017
3.08,10,1261.119632
5.15,11,1262.936641
3.98,11,1264.755545
6.2,16,1267.408197
2.28,11,1269.444883
5.78,14,1272.028532
7.0,13,1274.613807
5.96,18,1277.361507
5.2,17,1281.09615
6.0,21,1284.708142
5.01,17,1287.743787
6.84,23,1292.20587
3.04,12,1294.089557
6.15,17,1297.894869
2.43,10,1299.756527
4.0,11,1301.600532
4.7,9,1303.363207
5.0,15,1306.277485
5.36,14,1308.866158
4.88,15,1311.539427
2.95,9,1312.550422
2.66,14,1315.448591
4.15,13,1318.052243
1.65,8,1319.136349
6.15,16,1322.635023
3.4,10,1324.699233
3.4,12,1326.564889
5.52,11,1328.387881
6.9,15,1331.104182
4.9,13,1334.030846
7.4,13,1335.934222
2.64,11,1338.497866
7.5,15,1341.192864
4.74,17,1344.159553
5.62,17,1346.83385
5.84,15,1349.500533
6.55,14,1352.415874
5.78,14,1355.03519
5.48,20,1358.582824
5.12,14,1361.501468
4.64,13,1363.395087
2.94,15,1366.075839
2.8,8,1367.80187
5.26,18,1371.622179
6.0,20,1375.173185
6.0,10,1376.97718
0.48,3,1377.071178
3.84,11,1378.88318
4.2,14,1381.819024
4.24,15,1384.459287
2.42,10,1386.241957
4.8,16,1389.23164
4.5,10,1390.990006
3.7,12,1393.554683
4.7,14,1396.178961
7.69,16,1399.103629
8.3,18,1401.830309
0.8,2,1402.63732
7.6,14,1405.273594
5.88,13,1407.412264
4.75,13,1410.031888
7.7,14,1412.648589
2.58,8,1413.614273
2.78,13,1416.518601
5.87,15,1419.230603
4.36,13,1421.122275
6.1,10,1422.927926
6.32,14,1425.829262
4.88,14,1428.505929
3.72,9,1430.234568
4.0,15,1432.925245
3.76,11,1435.009587
4.06,16,1437.701252
4.66,13,1440.323245
1.95,8,1441.287868
5.32,18,1445.056837
4.6,15,1447.764515
4.96,14,1450.459811
5.6,14,1453.365453
2.32,7,1454.325479
4.2,15,1456.988764
7.85,14,1459.632434
7.4,18,1462.668055
7.39,21,1467.036449
4.2,15,1469.738103
3.6,13,1471.888457
3.92,14,1474.506121
3.18,11,1476.312801
4.52,12,1478.886388
4.81,14,1481.043003
4.0,11,1483.549659
3.92,17,1486.291811
4.12,13,1488.963809
4.6,11,1491.06481
4.65,8,1492.061815
6.02,16,1495.529811
5.6,15,1498.257835
3.08,15,1501.202814
5.12,22,1504.846441
4.48,13,1507.474435
4.24,13,1509.59343
1.96,8,1511.301431
3.24,9,1513.027429
5.43,14,1514.93143
4.66,12,1517.794431
4.01,11,1519.60245
2.57,7,1520.549431
5.75,9,1522.288431
4.72,12,1524.856431
4.02,15,1527.804431
3.72,14,1529.712468
4.56,12,1532.34043
7.52,20,1536.19043
4.98,13,1538.106434
6.4,15,1540.97543
3.6,10,1542.796269
5.96,22,1547.512894
6.2,12,1549.36157
4.02,14,1552.016472
3.74,15,1554.948838
5.8,13,1557.577475
5.92,19,1560.442207
4.58,13,1563.050206
4.08,12,1565.1542
6.08,26,1570.406224
4.2,12,1572.288218
4.56,19,1576.086173
5.74,13,1577.947131
5.6,9,1579.713804
6.05,12,1582.573488
5.44,16,1585.313776
5.76,11,1587.099774
6.2,13,1589.729425
6.5,18,1592.775745
2.2,8,1594.495394
6.28,18,1597.241737
4.99,15,1599.967428
4.76,25,1604.70523
5.6,15,1607.37805
5.54,15,1610.362316
4.03,14,1613.026673
4.2,12,1615.602052
4.98,14,1617.528716
4.12,12,1620.443433
5.2,18,1623.228795
4.23,14,1625.889761
5.6,15,1628.80639
5.64,19,1632.319674
5.0,13,1634.919025
5.84,18,1637.926681
5.76,18,1641.387987
7.0,16,1644.076993
4.87,11,1645.895291
4.42,12,1648.74858
6.32,13,1650.613058
6.85,13,1653.204081
6.48,14,1656.141356
1.48,7,1657.096067
6.08,19,1660.692712
4.38,11,1662.5274
5.9,22,1666.389285
4.46,17,1669.840984
4.48,15,1672.506337
7.4,13,1674.606958
5.64,16,1678.008313
5.6,17,1680.753945
5.44,20,1684.544215
3.86,11,1686.372553
4.41,12,1688.993587
5.76,14,1690.896849
6.11,18,1694.727479
4.1,11,1696.60597
1.5,9,1698.368688
4.52,11,1700.205701
5.45,15,1703.128378
4.95,16,1705.861736
4.12,13,1708.451335
5.04,14,1711.340625
3.6,13,1713.226625
6.2,21,1717.547571
5.1,14,1719.448247
4.38,16,1723.154904
5.2,12,1724.99511
4.8,14,1727.655511
4.24,14,1730.567828
5.38,19,1733.396458
6.0,13,1736.022849
4.39,14,1739.02949
3.62,18,1741.946998
4.88,16,1745.407953
4.48,16,1748.478584
6.24,23,1752.111933
6.39,14,1754.708584
4.0,10,1756.495929
3.7,14,1759.408091
5.74,17,1762.128716
4.2,20,1765.719051
4.56,14,1768.696699
4.5,12,1771.312013
8.35,18,1774.056643
7.2,22,1778.759977
4.6,13,1780.680655
3.94,14,1783.377569
5.34,17,1786.40487
5.08,17,1789.88254
5.12,18,1792.627797
4.64,12,1795.482113
4.5,13,1797.337758
6.08,18,1800.870117
5.96,16,1803.879803
5.32,19,1807.403833
2.64,9,1809.166831
2.97,11,1811.019113
7.1,14,1813.941723
5.14,16,1816.655017
6.28,25,1821.190711
2.56,10,1823.236336
5.32,15,1825.954647
4.94,14,1828.580312
5.25,9,1830.321691
5.65,18,1833.355308
6.38,16,1836.034956
4.98,15,1838.696604
6.28,13,1841.580271
5.5,16,1844.245943
6.5,12,1846.794909
4.4,10,1848.567538
4.51,12,1850.689193
5.38,12,1852.542854
3.5,11,1855.085183
5.0,13,1856.939183
6.9,12,1859.847895
3.3,12,1861.68353
4.44,14,1864.338186
7.1,17,1867.129195
4.5,15,1870.07756
3.23,10,1871.84356
3.9,10,1873.605207
5.72,18,1877.311501
4.24,14,1879.945173
5.37,14,1881.839813
3.16,11,1884.402477
4.61,18,1887.457797
6.4,14,1890.086448
6.48,16,1892.820139
2.87,9,1894.639814
5.27,11,1896.679134
5.85,16,1899.420777
5.24,18,1902.947484
5.6,20,1906.81276
5.0,13,1909.452402
6.0,17,1912.205428
3.36,12,1914.305401
6.62,28,1919.583421
5.2,19,1923.350401
8.25,15,1925.98808
6.25,10,1927.773067
5.02,17,1930.506089
3.3,12,1933.362093
4.0,12,1935.209065
5.4,15,1937.888067
5.12,17,1940.663065
3.82,11,1943.463069
3.24,10,1945.248586
8.3,13,1947.153581
4.82,13,1949.77923
6.0,10,1951.747524
3.88,17,1954.471188
7.25,12,1957.065511
6.75,13,1958.941509
5.1,9,1960.923158
6.8,16,1963.600817
5.95,12,1966.171031
5.14,12,1968.016032
5.52,18,1971.793986
4.14,14,1973.726015
4.13,12,1976.351284
1.48,8,1977.390979
4.78,19,1981.206625
6.9,12,1983.749249
4.0,17,1986.535212
6.4,20,1990.403476
4.5,10,1992.186456
4.92,23,1996.875767
5.6,16,1999.557765
5.02,14,2002.165766
6.56,22,2006.066763
3.59,9,2007.799764
6.49,14,2010.446592
7.52,18,2013.235588
4.42,12,2016.122855
4.02,10,2017.903569
3.0,9,2018.941565
3.94,12,2021.529257
4.8,14,2024.420396
5.84,17,2027.206728
5.32,13,2029.842344
4.78,11,2031.659636
4.4,18,2034.638254
6.41,18,2038.114621
4.48,15,2040.836256
4.4,15,2043.804358
5.38,18,2047.294246
4.86,13,2049.200248
5.12,14,2052.147724
5.96,20,2055.743644
4.48,13,2058.375275
3.85,8,2059.336275
5.09,14,2062.227903
7.2,14,2064.900576
5.52,18,2067.8129
7.05,13,2070.81384
4.34,17,2073.543493
7.16,19,2077.067836
5.4,18,2080.854486
5.56,13,2082.71614
5.0,14,2085.314363
4.47,11,2087.095997
5.81,15,2090.002254
4.7,14,2092.63591
2.86,14,2095.308249
6.16,18,2099.136907
5.8,16,2101.858623
5.7,16,2104.591916
6.0,17,2107.640261
6.44,23,2112.045601
5.92,20,2115.605603
7.35,18,2119.382239
3.85,13,2121.214257
5.46,16,2123.890934
5.5,12,2126.719306
4.82,16,2129.410995
5.7,19,2132.944531
5.22,17,2136.011853
7.6,17,2139.559118
4.44,18,2142.362746
5.08,15,2145.37944
4.84,15,2148.092644
6.12,16,2150.827943
1.87,7,2152.557582
4.8,10,2154.563233
6.68,24,2158.956548
6.75,15,2161.649214
5.92,14,2163.810877
3.17,12,2166.387836
5.94,21,2169.977104
3.06,11,2172.092105
3.96,11,2173.932796
4.78,13,2176.55408
5.4,15,2179.229734
4.8,9,2181.265736
4.94,15,2183.962373
5.5,18,2186.791762
6.7,21,2191.412646
6.2,18,2194.166307
3.16,10,2195.923974
3.79,10,2197.710618
3.24,11,2199.784254
7.0,10,2201.575256
4.53,14,2204.199879
5.48,13,2206.775852
5.5,14,2209.659501
6.9,18,2212.409843
5.82,19,2215.990108
7.05,12,2218.103717
5.02,14,2220.846345
8.3,12,2223.417034
3.96,13,2225.269637
5.4,12,2228.136992
3.56,13,2230.055285
2.7,15,2232.72497
3.54,14,2235.365635
4.36,15,2238.292263
5.28,12,2240.132938
4.87,18,2243.614582
5.92,17,2246.642928
5.4,14,2249.268517
6.88,20,2252.917818
3.8,15,2255.986375
4.1,13,2258.647985
3.52,13,2260.543759
4.6,15,2263.283369
4.72,10,2265.334041
4.8,13,2268.006739
5.04,15,2270.680046
5.4,18,2274.437338
4.5,14,2276.321001
2.5,8,2278.032648
3.45,13,2280.675256
3.68,13,2282.774291
3.1,14,2285.392582
5.38,13,2287.964843
5.06,14,2289.827516
4.92,15,2292.809837
6.41,15,2295.500609
5.6,16,2298.916267
5.36,17,2301.981369
5.76,16,2304.707044
2.56,8,2306.485698
7.4,14,2309.345151
6.0,9,2310.620508
4.92,19,2314.170156
4.41,13,2316.752434
5.95,9,2318.532701
4.5,8,2319.748353
6.72,21,2323.323571
5.22,15,2325.977468
4.1,16,2329.660609
6.44,16,2332.316986
4.62,15,2335.009679
8.0,12,2336.881332
3.68,11,2338.986001
4.0,8,2340.725637
9.6,18,2344.212282
6.48,17,2347.242258
3.92,12,2349.097258
5.6,15,2351.823562
6.44,26,2357.295534
6.5,16,2359.98622
6.5,11,2361.781884
4.98,20,2365.619162
5.74,14,2368.284872
3.84,12,2370.105524
4.25,17,2373.609469
4.6,16,2376.571795
5.8,22,2380.24348
4.79,13,2382.901106
2.98,10,2384.951082
6.5,12,2386.792403
4.23,10,2388.586052
5.6,13,2391.235742
5.2,18,2394.300393
4.9,13,2396.91277
5.2,13,2399.533398
5.44,18,2402.558072
5.54,11,2404.381736
6.28,15,2407.01374
2.4,6,2408.67171
5.26,14,2410.568988
5.41,17,2414.295654
5.44,15,2416.95894
7.0,17,2419.682606
4.35,12,2422.529258
6.0,17,2425.292938
5.1,15,2427.935281
4.85,12,2430.030912
4.56,15,2432.703609
4.16,18,2436.226003
5.25,15,2439.185653
5.1,15,2441.852356
4.53,16,2444.527987
6.54,18,2448.367821
5.56,19,2452.36622
1.76,8,2453.362831
4.44,15,2456.039353
6.44,18,2459.861745
5.8,16,2462.5574
5.28,15,2465.230011
4.25,10,2467.247003
5.34,14,2469.912325
6.5,12,2471.759664
4.6,12,2474.354321
5.39,17,2477.325948
5.32,14,2479.890616
3.2,12,2481.694273
6.28,14,2484.302967
7.0,19,2487.96966
3.96,17,2490.63563
4.16,11,2492.421575
5.66,15,2495.336239
6.38,15,2498.026242
4.64,13,2500.634563
2.78,11,2502.493222
5.1,11,2504.566858
5.3,18,2508.071507
5.0,12,2510.102279
5.0,18,2514.069719
4.78,17,2516.747372
6.22,21,2521.058374
5.82,17,2524.037923
5.3,16,2526.731608
3.84,16,2529.421306
6.78,16,2533.11821
6.5,13,2535.011117
5.88,25,2539.538439
6.14,21,2543.368751
6.04,15,2546.075426
6.0,22,2550.751489
5.2,16,2553.49215
4.38,12,2555.328816
5.75,9,2557.028796
1.6,5,2557.948479
5.07,10,2559.959479
4.8,21,2563.494464
4.33,12,2566.072466
4.16,15,2568.991144
3.4,11,2570.803187
6.5,14,2573.406791
4.24,10,2575.173787
8.25,15,2578.091425
7.85,14,2580.710813
5.58,15,2583.403464
5.6,14,2585.314156
6.07,17,2589.016828
4.12,14,2591.625819
7.2,14,2593.551502
5.46,17,2597.259154
7.0,12,2599.076157
6.04,16,2601.77045
4.24,14,2604.694118
5.56,16,2607.384768
4.36,18,2610.867759
3.81,8,2612.594412
5.07,16,2615.474058
6.7,13,2617.343056
6.76,27,2622.927083
4.94,16,2625.673747
2.67,8,2627.411435
2.96,15,2630.095424
7.4,16,2633.107272
3.66,11,2634.922267
4.86,19,2638.435574
5.48,14,2641.320537
5.42,18,2644.067559
7.1,12,2646.673539
7.6,13,2648.550535
6.84,18,2652.287533
5.24,15,2654.926539
5.64,16,2657.612537
4.18,13,2660.497537
5.84,14,2662.422537
5.88,15,2665.138568
4.58,15,2667.826537
4.4,9,2669.849535
6.34,18,2673.388539
6.0,17,2676.109538
2.15,5,2677.014537
4.7,9,2678.990557
2.16,8,2680.692573
2.8,7,2681.643533
5.6,15,2684.274535
4.56,12,2686.13956
4.24,11,2688.901536
4.95,16,2691.577214
5.46,17,2694.277208
3.1,9,2696.268209
4.28,11,2698.112212
2.93,10,2699.906206
3.5,6,2700.823208
6.48,18,2704.362207
5.75,13,2707.218209
5.96,15,2709.905212
4.04,22,2713.616208
6.31,15,2716.592209
4.0,13,2719.211208
4.89,13,2721.058208
7.12,17,2724.751224
5.38,13,2726.631213
3.96,11,2728.410247
6.2,14,2731.038242
4.23,13,2733.883209
5.72,18,2736.659208
3.2,12,2739.268208
6.32,21,2743.155206
0.08,2,2743.218207
3.27,12,2745.793207
6.32,22,2749.477209
6.85,16,2752.488143
6.35,13,2755.113147
5.2,22,2758.787886
5.86,21,2763.40764
6.53,18,2766.179263
1.92,6,2767.100265
4.0,10,2768.899925
5.34,16,2772.592918
4.16,13,2774.428631
3.46,12,2776.996283
6.38,23,2781.045892
4.47,14,2783.667608
6.18,17,2786.47229
5.6,14,2789.401949
5.9,19,2792.890958
4.36,14,2795.526634
7.0,16,2798.499296
4.12,13,2801.084615
6.02,18,2803.780253
5.46,16,2806.712912
4.54,13,2809.385117
4.16,13,2811.98692
4.16,16,2814.665312
3.96,16,2817.590974
5.4,13,2820.228259
4.06,11,2822.044257
4.64,15,2824.926911
5.72,16,2827.627586
4.5,20,2831.185578
4.83,17,2834.207237
4.68,12,2836.77991
3.6,12,2838.58359
4.44,17,2841.985886
4.88,20,2845.723256
5.33,13,2847.593928
4.35,12,2850.155913
6.2,17,2853.150913
4.0,12,2854.949913
5.28,16,2858.306617
3.8,14,2860.202947
6.84,17,2863.965622
4.5,13,2865.829247
1.5,9,2867.88515
6.08,19,2871.803035
5.52,18,2875.32765
6.4,17,2878.09588
5.6,16,2881.020481
5.0,15,2883.664149
8.8,17,2887.132443
