# {"t_start": 1765801489.4751847, "env_id": "Bpp-v0"} 
r,l,t
2.6,10,886.92276
2.0,8,888.867391
5.56,13,890.742052
4.03,11,892.577726
4.99,15,895.211082
3.24,13,898.103727
6.58,16,900.821389
3.2,6,901.750387
4.8,17,905.229734
5.6,12,907.306428
4.4,9,909.053469
3.96,12,910.894761
5.32,16,914.307435
1.86,7,915.49523
4.12,15,918.171233
3.56,11,920.001894
5.2,11,921.805533
4.36,16,925.562841
3.21,10,927.400568
7.5,11,929.204189
3.0,10,930.988569
5.9,13,932.874571
3.54,13,935.752884
5.3,12,937.647544
3.0,16,941.034188
3.16,7,942.010189
4.3,20,945.810098
3.8,11,947.584099
3.8,13,950.22646
4.68,17,953.243098
7.0,15,955.913395
3.9,15,958.71469
5.6,21,962.644283
5.44,16,966.114639
6.75,9,967.099301
4.84,16,970.862665
4.4,16,973.585336
4.8,13,975.468613
2.44,8,977.229594
3.74,13,980.157267
4.18,11,981.972916
4.32,15,984.613222
3.2,9,986.326202
4.47,16,989.306541
2.52,12,991.166883
4.9,9,992.927879
5.54,17,995.676248
4.5,17,999.432581
5.22,13,1001.332579
3.75,12,1003.960248
7.1,11,1005.80077
3.86,12,1007.935751
5.95,23,1012.393747
4.64,16,1015.099778
3.43,9,1017.141787
4.36,15,1019.873755
5.12,21,1023.482532
4.55,10,1025.253176
7.0,11,1027.294843
3.76,13,1029.907518
5.28,16,1032.592832
4.12,10,1034.366818
7.25,16,1037.297139
4.28,11,1039.835798
2.97,10,1041.626491
6.05,9,1042.649467
6.84,18,1046.463122
6.14,17,1049.243482
4.15,7,1050.938829
5.2,14,1053.881156
5.4,10,1055.680844
2.3,11,1057.503006
3.18,11,1059.315982
4.56,11,1061.128629
3.95,13,1064.02336
3.4,12,1065.890636
1.35,5,1066.777662
2.32,8,1068.496335
5.75,14,1071.152995
3.4,9,1072.404658
2.12,7,1074.087682
5.0,10,1075.842979
7.0,16,1078.520671
5.4,13,1081.345336
3.72,13,1083.212337
4.63,13,1085.834662
4.38,13,1087.721357
5.0,13,1090.595742
6.6,13,1093.225419
2.96,9,1094.269384
3.02,8,1096.004687
8.4,13,1098.670361
5.61,24,1102.552024
3.99,12,1105.123358
6.26,15,1107.838611
5.9,9,1109.828613
5.3,12,1111.664859
6.08,15,1114.30456
5.0,14,1116.975865
5.72,14,1119.876523
5.1,16,1122.594208
5.46,14,1125.240395
3.8,13,1127.355069
5.38,17,1130.808455
6.8,16,1133.491125
4.65,15,1136.482427
4.55,14,1139.655068
4.46,13,1141.801943
6.12,13,1144.669986
7.04,17,1147.982588
1.58,8,1149.877263
4.86,14,1152.609547
5.6,12,1154.560198
3.96,18,1158.636461
3.44,11,1160.631462
3.06,10,1162.528107
4.88,12,1164.523784
2.76,8,1166.628465
4.56,13,1168.528095
3.29,9,1170.317285
5.6,14,1173.152926
5.28,16,1176.348183
6.16,15,1179.1438
4.0,12,1181.699486
4.9,13,1183.533172
5.2,12,1186.352442
5.86,16,1189.00107
7.45,13,1190.845763
5.35,14,1193.46642
4.0,12,1196.266737
4.1,12,1198.090384
5.2,16,1200.821603
5.16,16,1203.852264
7.4,12,1206.472225
4.78,13,1208.3382
5.02,13,1210.951517
2.7,10,1213.025149
7.18,20,1216.599457
5.32,15,1219.316144
4.52,16,1222.306835
6.95,15,1224.957172
7.16,14,1227.557865
5.2,16,1230.315532
7.3,17,1234.034815
3.48,14,1235.952499
1.7,7,1237.734186
4.36,14,1240.853816
5.88,15,1243.758429
2.4,9,1244.866754
6.24,14,1247.73042
6.6,13,1250.84139
5.32,16,1253.646981
5.5,16,1256.473374
4.7,14,1259.198069
5.88,14,1262.109648
5.68,14,1264.751593
7.63,14,1266.615254
5.5,14,1269.46788
4.52,12,1271.993561
4.72,12,1273.82224
1.97,6,1274.73187
5.2,19,1278.466196
5.4,19,1282.047848
6.1,17,1284.793169
3.8,17,1288.565813
4.94,16,1291.317896
4.18,14,1294.017617
5.67,15,1297.007898
5.94,18,1299.873552
3.86,18,1303.414234
4.65,10,1305.195889
2.42,11,1307.22451
4.6,15,1309.875183
2.75,10,1311.65445
3.88,17,1314.393962
3.52,9,1316.377642
5.68,15,1319.154376
4.6,11,1320.970052
6.58,19,1324.847259
7.5,14,1327.511919
3.6,12,1329.372572
4.1,11,1331.98323
5.36,11,1334.080888
4.32,15,1336.781244
3.22,13,1338.664912
5.65,12,1341.276912
5.0,11,1343.33758
5.65,12,1345.14488
6.2,11,1347.65655
4.88,19,1350.443907
5.6,11,1353.250895
4.14,14,1355.154204
6.0,15,1357.809881
6.0,14,1360.465523
7.52,20,1364.337114
5.45,16,1367.009868
6.0,12,1369.65755
4.0,13,1371.787202
5.1,11,1374.331207
4.8,10,1376.114207
3.24,10,1377.911206
8.1,15,1380.895058
4.91,14,1382.780035
4.52,13,1385.385002
4.34,17,1388.138638
4.86,20,1391.922036
4.76,16,1395.358375
3.6,13,1397.210985
4.48,11,1399.239661
4.05,9,1400.962657
5.6,11,1402.773349
5.34,17,1406.276623
7.65,12,1408.346281
6.08,16,1411.041622
3.32,11,1413.57928
3.35,8,1414.570278
2.75,12,1417.436629
4.76,14,1419.368648
3.52,12,1421.962299
4.78,14,1424.641967
6.52,24,1428.617958
2.3,12,1431.189613
3.8,10,1432.976272
4.58,15,1435.919617
5.25,8,1436.894617
6.0,10,1438.68925
6.48,15,1441.338896
2.64,7,1443.055867
3.4,8,1444.282507
3.88,16,1447.748573
5.04,15,1450.475844
4.68,21,1454.341479
3.56,16,1457.039791
5.28,17,1459.778436
5.36,16,1463.510079
4.24,16,1466.238476
5.3,10,1468.029165
6.24,14,1470.699484
4.2,9,1471.970504
4.98,15,1474.61616
4.15,7,1476.29781
5.42,10,1478.082412
4.6,13,1479.956029
4.02,14,1482.817696
3.38,11,1484.626688
4.02,15,1487.290836
4.2,17,1491.115837
6.1,15,1493.824838
4.8,10,1495.620836
7.2,14,1498.308862
4.04,15,1501.252839
4.38,19,1504.065853
8.0,15,1506.748483
4.51,11,1509.554456
6.0,12,1511.381458
8.55,16,1514.070457
5.65,10,1515.851482
4.56,13,1518.744491
4.69,16,1521.423483
5.16,12,1523.268458
3.46,10,1525.034462
3.46,10,1527.098459
4.74,17,1530.573459
4.54,14,1533.251459
7.0,13,1535.144456
5.44,15,1538.121483
5.25,13,1540.938459
5.05,10,1542.748292
5.33,17,1545.784549
5.75,17,1549.314598
3.58,11,1551.147887
5.93,15,1553.829498
4.19,12,1555.929844
4.32,13,1558.578501
2.96,16,1561.310238
6.8,10,1563.101233
5.94,17,1566.098238
5.5,12,1568.696901
5.01,13,1570.576246
6.44,18,1574.375888
4.36,15,1577.059198
4.8,9,1578.794856
5.67,16,1581.518513
5.34,14,1584.473203
5.68,12,1586.297826
3.58,10,1588.087424
6.0,19,1591.891772
3.44,10,1593.68244
5.24,14,1596.325163
6.88,23,1600.018456
4.42,17,1603.764939
8.8,14,1606.425096
3.24,11,1608.235075
3.86,12,1610.382343
5.12,13,1613.01772
5.6,15,1615.684082
5.44,15,1618.398742
4.78,14,1621.364821
4.16,13,1623.247821
5.83,13,1625.88081
3.2,9,1627.632414
5.29,12,1629.728079
5.34,17,1632.431396
6.9,15,1635.08505
5.5,11,1637.885688
7.4,16,1640.566377
6.7,14,1643.183994
5.6,11,1644.976315
4.1,12,1647.089964
6.88,20,1650.664086
4.58,12,1653.222102
5.44,22,1657.147094
5.84,18,1660.71174
4.62,18,1663.497923
5.64,18,1667.23631
2.8,11,1669.036011
5.7,15,1671.709361
5.52,14,1674.572017
4.62,13,1676.429682
7.08,22,1680.773979
4.76,14,1683.660685
7.4,17,1686.389581
4.9,12,1688.276581
4.36,12,1690.854896
4.27,15,1693.861507
3.46,16,1696.624001
2.6,11,1698.453694
4.61,14,1701.125696
5.64,16,1704.091374
4.65,10,1705.882743
4.28,13,1708.471362
5.07,14,1711.360652
5.2,10,1713.151651
4.0,12,1715.004998
5.8,15,1717.662598
5.25,15,1720.579249
1.68,7,1721.554268
6.42,14,1724.17393
6.24,17,1727.676538
7.75,12,1729.799209
2.28,9,1731.554487
8.5,15,1734.241504
5.12,15,1736.931872
6.8,19,1740.962216
4.9,13,1742.860026
4.84,16,1745.58693
6.4,12,1748.529611
4.62,16,1751.230963
7.38,16,1753.888611
8.05,16,1756.578981
4.92,16,1760.289143
5.4,12,1762.117778
5.46,16,1764.839393
1.32,4,1765.712079
6.55,12,1767.855756
0.0,1,1768.648727
4.36,16,1771.397041
4.8,10,1773.165045
5.64,16,1776.16436
2.3,11,1777.996004
3.9,9,1779.787682
5.42,11,1781.614658
6.42,22,1786.331892
6.8,14,1788.253932
6.7,17,1791.706822
8.0,15,1794.63248
5.12,20,1798.202783
3.96,17,1800.953168
6.32,22,1805.63419
4.88,13,1807.490886
5.6,20,1811.103147
5.96,16,1814.075764
3.84,11,1816.645025
3.8,14,1818.594712
5.1,23,1823.287363
4.8,13,1825.942705
3.98,14,1827.81837
4.88,19,1831.602711
3.2,7,1833.315715
6.46,14,1835.212978
7.4,15,1837.866651
4.94,14,1840.768295
8.6,15,1843.411973
4.36,13,1846.008963
5.68,17,1848.714563
2.24,11,1850.800247
6.52,14,1853.460881
3.24,15,1856.12121
4.7,13,1859.008941
6.72,16,1861.734557
4.06,18,1865.251566
2.24,10,1867.080222
5.07,12,1869.17824
6.66,23,1873.566237
4.68,16,1876.243521
5.52,16,1879.1622
5.44,18,1882.679842
4.8,10,1884.453504
6.5,11,1886.548182
5.56,11,1888.356824
7.9,17,1891.108153
4.6,14,1893.787871
7.3,13,1896.65816
2.6,13,1898.578157
4.96,14,1901.237802
5.4,17,1905.013499
6.9,14,1906.922798
8.14,21,1911.29743
5.68,19,1914.356429
6.3,12,1916.93543
6.35,17,1919.664428
4.44,16,1922.354429
5.6,14,1925.217094
5.45,23,1929.622094
5.46,14,1932.515093
6.22,12,1934.359094
4.16,13,1936.992113
4.64,14,1938.903094
2.6,8,1940.646092
2.36,13,1943.514096
5.66,14,1945.411632
1.72,6,1947.115615
6.78,15,1949.797254
5.5,10,1951.76755
5.56,14,1953.67421
3.7,12,1956.241918
5.44,15,1958.933535
5.28,17,1961.878171
5.72,16,1964.570845
7.3,15,1967.212058
4.24,19,1971.053353
5.05,11,1972.876013
7.35,16,1976.360302
5.26,20,1980.276983
5.18,12,1982.119632
5.55,18,1985.606562
6.0,14,1987.794238
5.53,14,1990.485483
5.52,15,1993.159143
7.0,12,1995.771792
5.3,16,1998.727792
4.0,10,2000.487816
4.84,13,2002.335803
7.5,15,2005.01779
5.04,20,2008.817812
5.39,20,2012.423614
5.96,20,2016.289881
4.96,16,2019.750282
4.0,15,2022.426422
5.64,17,2025.415776
5.86,16,2028.17979
4.56,11,2030.01106
6.08,14,2032.679665
5.79,17,2036.326928
7.3,15,2039.012642
3.57,10,2040.825259
5.22,16,2043.821407
4.72,12,2045.671668
5.5,9,2047.409274
4.02,14,2050.075618
5.12,15,2053.05739
5.0,14,2055.724652
3.36,13,2057.624679
5.05,16,2060.355296
8.4,14,2063.20793
4.5,17,2066.724232
3.88,12,2068.735648
4.0,13,2071.687868
7.0,12,2073.53052
4.6,15,2076.191191
5.83,13,2078.810844
6.86,16,2081.797511
4.04,14,2084.399168
5.46,16,2087.057022
1.92,10,2089.097651
3.6,10,2090.849308
5.6,15,2093.529934
3.07,9,2095.297597
6.56,20,2099.187935
4.96,11,2101.002621
4.68,15,2103.70926
5.9,11,2105.559613
5.97,19,2109.407961
6.0,11,2111.219629
6.6,12,2113.023326
3.0,12,2115.622626
5.42,11,2117.705648
4.08,14,2120.33127
4.82,12,2122.15399
4.6,15,2124.804686
6.36,19,2128.568018
5.08,17,2131.30153
5.6,12,2133.923186
8.5,17,2136.969525
5.2,12,2139.609163
4.81,12,2141.480144
2.51,10,2143.333794
3.93,11,2145.430467
3.5,15,2148.143672
3.6,11,2149.9683
6.0,12,2152.60861
5.76,20,2156.382942
6.5,14,2159.007576
5.2,21,2162.871268
4.4,15,2165.54119
7.5,28,2170.089128
5.18,16,2173.852823
5.24,14,2175.750118
6.18,18,2179.280762
5.6,12,2181.410403
2.94,13,2184.050402
5.4,15,2186.783765
1.8,5,2187.654437
7.3,13,2190.584699
4.96,13,2192.430671
5.29,13,2195.037373
4.9,14,2197.663646
3.84,14,2199.835281
4.58,12,2202.422917
4.44,13,2204.280927
3.9,12,2206.826879
7.3,14,2209.710528
5.2,15,2212.37588
5.5,13,2214.297848
4.0,9,2216.041136
6.6,24,2220.841376
4.8,11,2222.642395
7.84,15,2225.287664
4.16,14,2228.220022
5.88,20,2231.836311
6.08,20,2235.383663
3.0,6,2236.561291
5.2,11,2238.373965
6.12,16,2241.054964
5.76,18,2244.578275
1.72,8,2246.565907
3.96,14,2248.466545
5.7,14,2251.122853
6.15,17,2255.016758
3.74,13,2256.936031
9.1,17,2260.472783
4.7,9,2261.485787
2.04,7,2263.2284
6.0,20,2267.115764
4.44,14,2269.790434
6.4,12,2271.636703
3.7,11,2273.702703
6.0,28,2278.975681
5.34,14,2281.619297
6.16,17,2284.564641
4.52,13,2287.122873
5.0,12,2288.944868
4.4,15,2291.882224
5.95,12,2293.759902
4.71,14,2296.414634
5.36,17,2299.885291
6.25,10,2301.971395
6.36,17,2304.726078
4.61,13,2307.390432
4.28,16,2310.579506
4.4,13,2312.45451
7.55,16,2315.896806
5.15,10,2317.672726
4.39,13,2319.79938
5.2,18,2323.279641
4.72,14,2325.897521
4.26,14,2327.810516
4.71,12,2330.611316
6.4,11,2332.401013
6.2,13,2335.024682
3.9,16,2338.040052
6.22,19,2341.589662
7.1,13,2343.464314
4.13,12,2346.093628
8.6,14,2348.250304
5.3,16,2351.749589
2.61,9,2352.779227
4.68,14,2355.453913
6.0,21,2359.242229
3.54,11,2361.768889
6.68,20,2365.60419
4.74,15,2368.305921
5.05,13,2370.156552
7.35,15,2372.828831
7.0,19,2376.655829
4.4,15,2379.38551
5.54,17,2382.118482
5.3,11,2384.969108
7.0,16,2387.687425
4.2,15,2390.369788
3.84,13,2392.318401
7.0,10,2394.35142
6.2,13,2396.963797
2.76,17,2399.704392
6.0,13,2402.579096
5.4,16,2405.282447
2.3,11,2407.064767
6.2,20,2410.620015
6.22,18,2414.383681
4.18,14,2417.009968
6.7,20,2420.820632
4.96,12,2422.674285
6.12,15,2425.379965
6.2,18,2428.855304
5.75,11,2430.927635
6.95,16,2433.648338
6.24,15,2436.308033
5.72,22,2440.946352
2.5,6,2441.874378
4.41,12,2443.694038
4.18,11,2445.488245
4.44,11,2448.381867
4.76,21,2452.449243
4.26,14,2455.095861
4.12,11,2456.933046
3.24,11,2459.025679
5.04,15,2461.733808
4.4,15,2464.390411
1.28,6,2465.314032
5.73,15,2468.235694
4.74,15,2470.90202
6.44,14,2473.573691
5.46,14,2476.470367
5.08,15,2479.071639
4.46,16,2481.712303
5.16,19,2485.444993
6.16,21,2488.928327
4.34,15,2491.541681
5.4,13,2494.37364
5.65,15,2497.06127
3.98,9,2498.077269
4.4,8,2499.807592
2.65,12,2501.645252
6.8,14,2504.583885
6.8,19,2508.122534
5.16,17,2511.217318
7.1,12,2514.088723
7.8,14,2516.686399
8.25,10,2518.45074
4.64,16,2521.144378
6.4,15,2524.055969
4.44,14,2526.688626
5.86,15,2529.34532
5.74,17,2532.348237
7.0,20,2535.931168
4.7,17,2538.706795
2.0,12,2541.542142
5.43,12,2543.382778
3.0,16,2546.126453
5.3,18,2549.929853
2.1,11,2551.780197
4.93,14,2554.452821
7.65,14,2557.022818
4.54,20,2560.828861
5.62,17,2563.511493
4.2,15,2566.193493
3.44,11,2568.256174
5.8,13,2570.854214
5.55,15,2573.487839
5.14,11,2575.287815
5.92,21,2579.120196
5.51,16,2582.53149
3.28,11,2584.367529
3.49,16,2587.354212
5.59,13,2589.929854
4.4,12,2591.742856
3.34,11,2593.57053
6.44,18,2597.310181
4.2,15,2599.952848
1.58,8,2600.925472
4.65,17,2604.682146
3.76,13,2606.541795
6.4,12,2609.122458
3.86,13,2610.979782
5.1,10,2612.760438
6.08,16,2616.379083
6.0,13,2618.262805
6.2,20,2621.902099
5.39,19,2625.724775
6.52,16,2628.452452
4.56,11,2630.270452
4.65,15,2633.251293
5.72,15,2635.914562
4.33,13,2638.515584
3.75,8,2640.230564
6.2,12,2642.317584
5.64,17,2645.048566
5.3,18,2648.5646
4.88,13,2651.425564
6.2,19,2654.190563
4.18,11,2656.712563
6.6,12,2658.571563
5.1,14,2661.471564
5.6,17,2664.254603
5.62,17,2667.751562
6.02,19,2670.835564
5.02,16,2674.281562
6.4,12,2676.132573
5.48,14,2679.012562
4.9,9,2680.7436
5.3,15,2683.387562
3.71,10,2685.145587
2.75,11,2687.222564
5.28,21,2690.784235
3.45,14,2693.391234
4.97,13,2695.246237
4.91,16,2698.967236
5.52,15,2701.645235
5.48,19,2704.475235
4.76,15,2707.399246
4.98,21,2711.758235
5.6,15,2714.768235
4.2,14,2716.700235
3.61,10,2718.485255
5.26,17,2721.931235
5.31,15,2724.834241
2.9,10,2726.623241
4.54,15,2729.250241
5.16,14,2731.89124
7.0,14,2734.029254
6.0,14,2736.676235
2.86,11,2738.498259
6.12,13,2741.160239
3.8,10,2743.206234
4.18,20,2746.791234
6.88,14,2749.465276
6.04,23,2753.432172
3.36,14,2756.129889
3.1,8,2757.872893
7.02,20,2761.691667
4.0,10,2763.495667
5.36,17,2766.23029
3.66,10,2768.019952
4.21,16,2770.997956
5.06,21,2775.262663
5.24,14,2777.18033
3.68,13,2780.154259
5.04,17,2782.889637
5.3,17,2786.433307
6.18,17,2789.452976
4.8,17,2792.874983
4.3,13,2794.74766
3.77,11,2796.576694
5.2,16,2800.251323
6.55,31,2805.555302
5.26,15,2808.469237
6.6,17,2811.239944
5.28,18,2814.715356
4.46,12,2816.790366
6.9,23,2821.201283
7.58,22,2825.04894
5.75,13,2827.64559
7.42,27,2832.163265
5.72,16,2835.148948
5.48,23,2839.483244
5.84,13,2842.035938
5.61,16,2844.923283
7.65,16,2847.613956
4.34,11,2849.423598
5.56,13,2852.26096
4.64,13,2854.129943
6.08,18,2857.542643
4.68,15,2860.187976
5.69,13,2863.075669
6.6,18,2865.849271
6.35,17,2869.734376
5.0,10,2871.786062
3.8,10,2873.588681
5.52,13,2875.468274
8.2,11,2877.302285
5.27,18,2881.042508
4.0,10,2882.795182
