# {"t_start": 1765801487.7960448, "env_id": "Bpp-v0"} 
r,l,t
4.6,12,336.547455
3.52,11,338.331136
2.23,9,340.082141
2.06,8,341.043242
4.0,9,342.806768
6.4,8,344.745469
3.12,9,346.472131
5.1,16,349.184823
2.38,9,350.943475
2.52,7,351.929147
1.52,9,353.953802
3.64,15,356.663175
4.7,11,358.505142
4.64,12,360.393826
3.92,12,363.269467
5.8,10,365.065152
5.92,17,367.816859
2.38,8,369.568519
2.72,10,371.678816
2.07,8,372.69682
4.16,10,374.498502
3.7,6,376.152111
3.53,11,377.971818
3.08,7,378.908806
2.45,7,380.844456
5.17,18,383.618132
5.33,15,386.292497
2.42,9,388.029497
2.08,7,389.002518
3.65,8,390.958851
4.27,12,392.831179
4.52,12,395.405227
2.1,7,396.361874
3.44,13,399.244588
2.88,12,401.086231
3.97,12,403.661231
4.14,9,404.683956
3.88,11,407.272029
3.66,11,409.36605
4.36,15,412.074379
3.8,9,413.865059
4.78,13,415.765729
5.82,16,418.741389
2.64,10,420.516082
5.72,12,423.095765
4.28,11,424.914763
5.14,11,426.999428
3.8,6,427.915426
2.36,8,429.607104
3.95,9,431.371802
4.02,15,434.052141
2.25,9,436.125806
3.46,11,437.937468
2.0,11,439.748495
1.6,12,441.613136
4.7,11,444.239789
4.07,14,446.391117
2.98,11,448.971125
3.71,11,450.818485
3.35,10,452.614819
4.6,10,454.662826
4.16,10,456.462143
4.82,16,459.19583
4.61,14,461.80949
2.42,9,463.912478
5.56,16,466.681832
5.2,18,469.46047
2.9,10,471.246186
4.6,12,474.131506
5.94,12,476.031157
4.0,12,478.65383
3.12,8,479.683479
4.2,8,481.495483
5.2,9,483.522174
5.2,19,486.382991
3.25,7,488.074633
5.45,15,490.800659
3.0,12,492.978947
2.4,7,494.675637
2.96,12,496.528276
4.38,14,499.169968
4.16,14,502.057603
4.6,20,505.646309
4.05,12,507.496611
3.48,11,509.35335
4.4,12,512.157627
4.4,14,514.077648
6.44,15,516.769031
4.6,13,519.653687
5.8,9,521.421374
3.35,9,523.19438
4.7,11,525.047002
1.96,9,526.85263
3.64,10,528.955273
2.88,10,530.74924
4.53,13,532.653938
5.96,14,535.298589
2.16,7,536.252989
3.57,12,539.118071
3.76,13,540.98107
5.7,17,544.416791
1.2,4,545.285459
5.0,10,547.336129
2.8,12,549.166781
2.25,5,550.055777
3.04,15,552.725098
4.48,15,555.442756
2.48,13,558.368123
5.16,16,561.089799
5.5,14,563.76642
1.76,6,564.708391
3.52,10,566.824769
5.52,15,569.541121
5.9,13,571.434123
3.5,11,574.05747
4.74,16,576.993748
2.84,15,579.676417
2.46,9,581.428068
3.19,10,583.246051
5.06,13,585.376732
3.8,11,587.191077
3.12,15,589.840074
5.05,9,591.593737
4.8,13,594.47609
5.04,18,597.304391
3.7,9,599.107052
7.83,18,602.967771
4.24,12,604.833645
3.8,13,607.491006
5.12,11,609.332666
2.28,9,611.150282
3.16,12,613.307917
2.0,10,615.059594
2.71,10,616.835264
4.56,15,619.513937
3.21,10,621.576614
5.6,16,624.281311
3.67,14,626.921636
4.62,17,630.691969
2.04,8,631.680625
4.85,16,634.364242
5.0,11,636.987622
5.36,19,640.015257
5.0,10,641.830901
5.4,13,644.498543
6.0,12,646.361733
5.2,13,649.265771
4.75,11,651.079434
3.84,12,653.689781
8.0,11,655.513803
5.25,9,657.272446
3.42,16,660.212467
4.53,10,662.003169
6.2,14,664.623875
3.91,13,666.51421
2.62,12,669.352879
4.29,12,671.219526
1.36,7,672.161178
2.75,11,674.730891
4.8,17,677.787239
3.22,8,679.551242
5.84,15,682.23587
3.65,6,683.148565
5.5,11,684.959552
5.66,16,687.962807
4.12,13,690.606134
4.95,9,692.399472
4.8,17,695.463638
5.52,12,697.318283
2.92,13,699.958951
6.15,13,702.546111
4.14,11,704.643728
2.19,8,705.644729
6.2,24,710.069703
4.84,15,712.765353
5.84,20,716.627395
6.2,13,719.273062
4.3,12,721.34406
3.56,9,723.494752
3.24,12,725.501041
2.8,10,727.383748
1.6,7,729.195392
4.7,19,733.313717
5.24,18,736.221292
4.24,12,738.791944
3.96,17,741.520143
3.96,10,743.540802
4.36,12,745.393972
3.88,12,747.936318
3.82,10,749.704614
1.94,6,750.634619
1.86,8,752.614901
3.8,12,754.429925
3.52,11,756.204219
3.24,11,758.031209
5.02,18,761.849982
6.4,12,763.718985
6.8,15,766.413878
3.36,11,768.994595
5.02,14,771.166274
2.52,7,772.849932
4.12,11,774.709582
5.25,9,776.466998
5.1,17,779.466693
1.26,8,781.168692
3.2,10,782.944857
6.73,13,784.807878
3.68,15,787.467965
5.55,15,790.395609
4.88,15,793.066971
3.74,11,795.603739
4.0,16,798.572354
3.02,10,800.380038
7.35,13,802.235039
5.5,11,804.809677
4.4,13,806.959171
4.78,12,809.563545
5.0,13,811.457585
5.9,13,813.999888
3.8,17,817.043207
5.5,14,819.717825
7.7,13,822.338542
5.3,10,824.141212
3.53,14,826.264863
5.8,18,829.749054
6.38,23,834.44511
3.08,16,837.173451
4.28,12,839.034452
4.46,13,841.665123
2.9,10,843.729777
5.5,11,845.527468
3.76,15,848.223845
5.0,11,850.046822
4.64,13,852.9672
5.71,16,855.682828
5.68,20,859.255534
3.83,11,861.081665
3.12,12,863.863378
2.36,12,865.709375
6.75,9,867.465662
3.72,10,869.245304
4.38,18,872.247309
2.99,7,873.913285
5.5,15,876.565596
2.56,14,879.231273
4.13,11,881.324905
5.7,12,883.180926
3.32,12,885.793556
4.6,8,886.800735
2.37,9,888.6019
4.2,13,891.43556
7.2,18,894.22487
3.9,12,896.773202
5.6,10,898.840223
5.0,10,900.620867
4.74,12,902.47155
4.12,12,904.318547
5.2,15,907.002879
6.6,17,910.704577
6.7,14,913.337919
5.26,17,916.045594
3.9,13,918.889393
1.32,4,919.012405
5.72,14,921.681033
6.1,11,923.484673
4.34,10,925.327675
4.68,15,928.292978
5.85,11,930.85135
5.4,13,932.724712
4.64,11,934.552711
4.4,11,937.373045
7.5,14,939.326684
5.4,21,943.630327
5.62,16,946.569598
2.7,9,948.309242
3.64,11,950.082905
5.75,11,951.934617
7.2,18,955.738242
6.0,16,958.432534
5.8,15,961.296827
4.96,12,963.36944
4.0,13,965.999125
5.4,14,968.66844
5.23,15,971.371131
3.84,13,973.532806
5.65,12,976.123148
2.3,7,977.090734
5.35,15,979.803773
3.89,15,982.818427
3.68,12,984.635076
4.49,15,987.254365
5.0,11,989.815706
7.2,16,992.787045
5.65,10,994.576017
4.75,12,996.420407
2.84,10,998.227066
5.1,11,1000.294073
6.8,14,1002.981741
6.65,12,1005.602389
3.0,10,1007.416916
3.82,9,1008.456892
4.34,13,1011.3489
5.12,15,1014.072887
3.64,10,1015.836932
3.76,9,1017.63789
5.3,11,1019.722923
3.64,14,1022.438034
4.79,14,1025.069703
4.01,11,1026.868318
4.12,16,1029.806004
1.8,5,1030.713005
3.88,15,1033.34131
6.36,14,1035.979958
3.82,10,1037.987276
3.38,11,1039.794308
4.14,10,1041.582933
4.7,9,1043.336602
5.0,17,1046.344031
2.28,13,1049.006288
7.8,15,1051.718306
6.2,13,1053.619964
7.56,16,1057.359984
4.48,12,1059.215126
5.54,16,1061.919771
6.3,11,1063.763773
2.96,10,1065.800474
3.8,12,1068.399795
2.68,9,1070.14444
5.03,16,1072.865136
3.52,11,1074.908821
5.18,14,1077.521139
4.42,13,1079.365832
6.5,14,1081.999813
4.83,15,1084.890494
5.0,19,1088.448454
4.24,8,1090.166489
4.44,14,1092.336855
3.12,11,1094.904559
4.74,15,1097.627851
4.22,11,1099.445863
5.61,15,1102.385525
2.36,7,1103.32317
5.45,14,1105.944181
4.8,13,1108.568499
3.46,9,1109.60575
5.2,17,1113.310019
6.6,13,1115.1757
4.78,14,1117.80733
4.0,8,1119.793029
4.7,11,1121.615679
5.5,11,1123.419683
7.36,19,1126.983539
5.08,17,1129.960211
3.42,12,1132.518619
4.8,15,1135.169303
3.4,12,1137.013566
4.14,14,1140.216207
6.2,13,1143.378083
2.72,12,1145.365765
5.67,14,1148.625731
4.4,14,1151.520376
5.4,14,1153.473057
5.15,9,1155.310685
2.46,8,1157.181018
4.34,12,1159.431987
3.9,11,1161.41564
4.1,11,1164.172266
8.0,15,1167.109608
4.47,12,1169.232251
4.53,13,1171.89641
4.24,13,1173.937068
4.56,14,1176.785297
5.9,12,1178.984961
3.92,9,1180.821954
3.76,10,1182.578625
4.08,10,1184.352309
5.9,11,1186.14131
5.54,12,1188.928587
3.6,8,1189.8946
3.94,16,1193.278577
5.57,19,1196.303876
4.12,12,1198.865896
2.48,8,1199.835523
4.06,18,1203.384748
3.9,16,1206.392685
5.05,10,1208.218368
3.84,13,1210.819366
5.2,15,1213.521682
5.18,13,1215.657285
5.65,11,1218.2226
3.08,13,1220.119303
4.54,12,1222.752306
4.66,12,1224.855951
5.1,9,1226.579313
2.8,9,1228.297289
6.2,27,1233.101283
3.16,15,1235.775975
2.16,13,1238.436284
5.62,18,1241.434956
4.12,18,1245.474595
3.84,13,1247.491562
4.16,14,1250.374922
5.16,12,1253.39013
4.88,13,1255.358111
4.21,12,1258.041516
4.19,15,1260.809208
4.74,19,1263.876797
5.15,14,1266.51373
5.56,17,1269.939363
4.45,12,1271.982727
4.3,12,1273.787724
2.9,13,1276.377972
7.2,14,1279.000638
6.32,16,1281.934335
2.82,14,1284.610981
3.96,12,1286.471347
5.12,14,1289.410974
5.27,15,1292.113037
4.44,13,1294.766035
5.56,16,1297.561401
5.4,12,1299.698037
4.6,9,1301.519715
5.96,20,1305.123373
4.56,15,1308.037649
4.93,16,1310.695319
4.2,13,1313.30159
1.71,8,1314.27961
3.77,11,1317.08676
5.6,13,1318.948757
4.39,13,1321.667538
7.0,19,1325.282864
2.1,9,1326.554419
5.84,14,1329.22605
5.16,11,1331.051712
4.28,15,1333.779348
5.78,19,1337.629405
4.84,18,1341.150031
3.72,12,1343.015033
5.5,9,1345.01672
4.9,10,1346.760059
5.3,19,1350.259689
4.3,13,1352.123047
6.8,15,1355.052659
4.8,16,1358.488012
6.0,19,1361.260654
7.55,13,1364.176254
4.0,12,1366.049273
3.2,14,1368.656006
4.08,15,1371.399666
3.6,11,1373.466342
5.6,12,1376.040346
5.02,14,1378.706366
5.52,18,1381.750345
5.5,12,1384.340193
6.44,14,1386.220468
4.16,13,1388.830801
4.44,19,1392.624173
6.15,13,1394.474843
4.12,12,1397.068153
6.0,13,1398.926131
4.24,15,1401.792819
4.48,15,1404.452489
6.0,12,1407.033787
2.9,13,1409.17242
5.42,13,1411.789065
4.96,12,1413.614752
1.84,8,1415.315418
3.02,10,1417.125126
4.7,9,1419.149811
4.9,16,1421.891453
5.48,14,1424.565082
4.5,11,1426.384083
6.15,17,1429.405455
5.47,15,1432.069731
4.72,15,1434.746435
3.16,13,1437.629755
2.2,6,1438.541775
4.84,14,1441.20342
4.52,18,1444.704007
5.44,15,1447.653025
5.6,10,1449.427713
2.79,14,1451.371324
1.6,8,1453.12602
4.72,15,1456.055646
5.2,15,1458.718931
3.4,14,1461.362602
5.3,15,1464.309256
5.0,10,1466.12592
4.24,12,1467.978652
2.6,11,1469.802297
1.89,6,1471.46729
5.6,11,1473.555649
5.04,15,1476.205284
6.0,14,1478.838572
5.16,15,1481.513192
2.75,10,1483.536165
5.56,19,1486.304847
6.2,17,1489.800997
8.8,15,1492.793996
6.5,14,1495.472977
4.68,19,1498.27299
4.0,10,1500.106976
5.57,17,1503.869986
7.1,13,1505.744992
6.2,16,1509.204602
5.04,13,1511.323597
7.0,13,1513.910598
3.4,9,1515.659618
5.2,21,1519.523618
4.82,11,1521.332617
3.86,16,1524.017616
7.45,12,1526.586598
5.2,16,1529.563621
6.0,8,1530.530617
5.56,10,1532.348597
4.64,15,1535.05962
4.72,11,1537.889618
7.6,15,1540.620622
3.72,7,1541.632597
4.88,20,1545.36246
4.9,18,1549.210061
5.44,12,1551.056739
6.0,22,1554.698658
5.2,12,1557.547004
4.0,11,1559.370641
5.0,15,1562.098395
4.16,14,1564.744374
5.0,18,1567.777377
2.96,9,1569.537041
5.76,18,1573.054411
5.68,14,1575.994027
2.63,9,1576.999675
5.0,13,1579.615319
4.8,13,1582.224993
4.5,11,1584.335656
5.86,17,1587.10796
7.6,14,1589.734587
4.96,15,1592.431936
5.6,11,1594.504931
5.6,21,1598.094933
2.89,11,1600.645926
1.71,7,1601.628597
5.1,15,1604.579068
6.15,18,1608.104235
4.4,14,1610.003215
6.05,13,1612.929484
3.3,12,1614.787832
6.02,13,1617.395217
5.08,18,1621.226917
6.16,17,1623.996977
6.24,20,1627.590922
7.05,13,1630.444555
7.0,18,1633.197839
6.88,22,1637.519836
8.0,12,1639.626827
6.75,9,1641.366492
4.43,13,1643.198134
7.1,14,1645.838155
4.44,12,1648.672095
5.8,15,1651.35375
2.44,8,1652.342241
5.0,6,1653.255221
6.03,18,1656.778559
6.0,14,1659.695202
3.1,9,1661.475883
3.41,12,1663.348901
4.48,13,1665.99608
5.62,14,1668.119452
5.04,15,1670.774151
5.75,12,1673.357526
6.8,10,1675.137502
4.2,19,1678.867831
3.5,7,1679.800471
4.0,12,1681.654472
5.04,15,1684.320117
6.85,11,1687.109067
4.71,13,1689.005742
5.05,14,1691.667037
3.53,9,1693.464017
4.84,20,1697.349053
5.08,12,1699.240164
5.78,11,1701.061835
4.96,11,1703.881546
5.7,14,1705.800534
3.2,12,1708.37788
6.3,20,1711.943142
7.6,19,1715.739456
5.74,19,1718.51374
4.04,12,1721.090397
4.32,14,1724.000409
7.8,14,1725.883097
5.12,16,1729.355677
4.32,15,1732.297996
5.16,17,1735.065634
5.22,16,1737.78301
6.04,16,1740.873698
5.36,19,1744.538184
5.4,16,1747.26607
4.36,12,1750.208751
4.0,11,1752.02312
6.8,22,1755.596751
8.0,12,1758.163114
3.9,13,1760.300257
5.66,16,1763.73688
2.4,9,1764.758901
7.1,18,1768.559219
3.76,14,1771.259883
8.12,14,1773.93818
5.07,15,1776.62483
3.4,12,1778.75714
7.4,12,1780.615135
4.88,17,1784.148485
5.03,16,1787.175033
4.28,15,1789.868053
4.99,15,1792.532313
4.9,13,1795.144961
6.4,19,1798.18128
5.0,14,1800.852925
3.92,11,1802.664306
5.23,21,1807.31235
4.54,17,1810.040998
6.2,13,1812.684275
7.54,17,1815.700879
5.8,12,1817.560191
4.5,9,1819.327174
3.88,13,1821.976872
7.0,12,1824.087538
6.6,15,1826.806847
8.0,16,1829.49751
6.76,18,1833.245855
4.24,12,1835.117494
4.64,14,1837.735114
5.16,15,1840.395793
6.4,15,1843.343436
4.34,15,1845.97611
4.68,15,1848.614094
4.7,10,1850.393703
4.02,13,1853.291024
5.5,11,1855.107054
3.12,13,1857.705369
7.0,14,1859.635087
4.38,17,1863.38372
5.28,16,1866.098372
3.72,12,1867.969706
4.05,12,1870.827362
4.0,11,1872.669745
6.65,11,1874.460397
2.92,9,1876.196386
5.05,9,1877.922661
5.6,16,1880.84134
4.76,14,1883.484979
6.54,14,1886.132644
6.18,15,1889.093989
7.25,14,1890.984964
3.78,13,1893.630288
6.72,15,1896.369002
4.66,16,1899.3053
6.0,14,1901.993942
5.14,18,1905.545638
5.24,13,1907.685927
4.32,14,1910.355589
3.53,11,1912.162592
5.62,17,1915.908589
6.0,15,1918.581568
4.92,14,1920.465587
3.8,13,1923.063595
5.7,11,1925.136574
4.28,14,1927.746253
4.8,18,1931.267251
3.26,11,1933.076256
3.05,14,1935.976233
3.86,19,1938.79723
6.18,19,1942.363232
7.2,20,1946.19214
5.54,18,1949.699412
6.2,11,1951.536391
5.66,20,1955.295371
5.14,20,1958.860674
4.94,13,1961.712311
7.45,14,1963.588313
5.44,16,1967.018213
4.72,21,1970.881869
4.0,17,1973.612153
6.5,12,1976.240806
3.95,11,1978.080469
5.6,16,1981.114128
6.8,14,1983.768765
5.6,15,1986.395065
4.2,10,1988.230388
4.64,11,1990.321404
6.04,19,1993.884647
5.7,17,1996.631281
5.87,17,2000.374953
5.48,20,2003.895933
4.74,14,2005.794958
4.92,13,2008.689952
7.5,14,2011.294931
7.25,11,2013.119775
6.6,17,2015.918413
2.36,9,2017.939042
5.28,15,2020.63373
4.6,11,2022.458426
6.08,15,2025.139581
6.46,17,2028.898924
3.96,13,2030.781512
6.3,13,2033.424805
3.4,9,2035.41681
5.36,15,2038.038089
5.06,16,2040.756792
4.6,13,2043.419435
5.94,20,2047.260764
5.56,16,2049.983439
7.75,13,2051.848781
3.5,12,2054.73653
4.58,16,2057.473812
5.84,14,2060.13446
4.96,14,2063.027436
6.55,21,2066.630743
3.38,10,2068.438371
5.64,16,2071.340795
7.48,15,2074.313035
4.18,12,2076.15466
4.6,13,2078.770004
5.08,16,2081.732673
4.03,11,2083.564673
5.68,15,2086.198339
5.52,18,2089.665184
5.3,16,2092.59742
2.36,12,2095.175088
6.5,13,2097.072424
4.9,19,2100.926072
3.4,14,2103.58879
8.0,17,2106.355077
5.41,18,2110.177444
3.05,8,2111.181101
6.44,21,2115.477465
3.6,9,2116.485465
4.32,12,2119.349789
4.48,14,2121.976404
6.3,18,2124.70611
5.75,15,2127.616469
3.0,10,2129.392187
2.71,14,2132.034785
5.6,16,2134.736689
5.44,18,2138.591685
7.1,14,2141.288303
5.36,14,2143.226285
5.84,16,2147.015933
3.32,15,2149.736788
4.84,14,2151.64744
4.57,13,2154.319771
2.61,8,2156.261421
4.14,12,2158.0921
5.55,11,2159.876737
5.14,23,2164.550408
6.02,18,2167.316335
3.11,15,2169.987978
3.92,19,2173.821287
6.14,20,2177.395254
4.37,15,2180.097901
5.24,12,2182.963901
6.15,13,2184.839561
6.24,17,2188.398917
6.9,13,2190.280557
5.88,15,2193.230834
4.42,16,2195.927498
6.12,22,2200.283784
5.0,15,2203.205444
5.96,14,2205.835068
4.3,12,2207.660008
5.6,15,2210.53969
4.64,12,2212.387353
6.0,15,2215.098987
5.08,14,2217.750291
7.8,14,2220.735879
4.16,15,2223.441536
4.0,18,2226.906823
5.29,13,2229.076195
4.76,15,2231.784476
2.36,7,2233.48047
4.8,19,2236.25514
6.28,21,2240.870125
4.47,11,2242.647105
6.66,14,2245.28476
5.8,15,2248.244066
2.95,9,2249.263728
4.55,8,2250.968714
2.99,11,2252.801993
2.0,10,2254.647985
4.76,16,2257.748582
5.24,12,2260.377175
7.3,13,2262.272946
4.6,11,2264.869569
6.08,17,2267.903938
6.6,25,2272.409238
7.16,21,2276.261532
5.12,14,2278.881145
4.14,12,2280.755796
4.9,15,2283.420447
6.08,19,2287.152768
4.9,11,2288.915025
7.38,25,2293.633364
7.6,14,2296.305024
5.03,13,2298.900793
5.2,14,2301.56343
3.68,11,2303.682535
5.96,19,2307.260864
4.2,14,2309.216542
2.4,7,2311.10734
5.4,13,2313.252665
6.0,19,2316.795302
5.37,14,2319.410884
5.14,15,2322.328545
3.52,18,2325.804757
4.9,13,2327.673659
6.06,15,2330.594796
6.64,19,2334.080153
5.22,18,2337.5905
5.96,18,2340.683212
4.8,15,2343.357802
5.38,17,2346.83912
2.07,6,2347.803788
2.0,9,2349.806425
3.27,11,2351.628094
3.66,11,2353.489728
6.0,13,2356.132364
3.47,9,2357.166051
1.66,6,2359.024719
3.76,12,2360.861367
4.7,13,2363.448029
5.38,10,2365.234049
7.52,18,2368.287349
5.24,15,2370.958043
8.2,16,2373.652971
5.22,15,2376.587677
5.82,14,2379.281974
7.3,14,2381.942646
6.24,21,2385.843248
1.71,7,2387.540584
2.6,11,2389.365592
5.3,14,2392.017905
5.9,18,2395.121541
4.44,13,2397.721939
3.35,14,2400.359533
6.0,12,2402.233244
6.0,18,2405.987893
5.2,13,2407.834203
5.7,16,2410.519878
4.23,13,2413.363183
6.9,14,2416.025821
4.82,14,2418.658109
2.81,13,2420.5098
4.56,14,2423.434424
4.58,15,2426.109104
4.36,11,2427.938793
5.96,15,2430.604445
5.65,12,2433.417775
5.42,18,2436.219476
5.4,18,2439.743856
6.86,22,2443.613514
3.4,14,2446.224172
4.62,13,2448.849431
6.4,12,2451.03231
6.28,22,2455.126018
5.6,9,2456.865998
5.24,17,2460.637847
6.42,15,2463.346934
3.26,11,2465.128571
4.7,13,2467.023168
4.64,14,2469.91385
7.6,11,2471.739157
3.4,8,2473.457851
4.77,12,2475.320832
6.45,10,2477.106508
4.05,9,2479.089122
4.52,15,2481.680787
7.1,10,2483.423458
5.78,14,2486.032158
4.64,15,2488.867807
6.0,23,2493.158797
3.6,12,2494.984781
3.61,15,2497.903409
3.5,14,2500.565728
3.76,11,2502.363734
5.01,17,2505.404387
5.94,18,2508.914026
2.51,10,2510.705377
5.09,15,2513.750483
6.6,14,2516.647871
6.75,10,2518.395564
4.48,11,2520.193879
6.0,10,2521.9409
4.08,14,2524.851089
6.5,13,2526.719765
6.68,19,2530.23045
5.12,16,2533.204397
5.32,17,2536.679197
7.3,13,2538.571953
4.5,16,2542.314275
3.7,10,2544.0939
6.0,17,2546.834918
3.98,18,2550.393994
4.42,12,2552.515655
5.65,18,2556.064316
3.4,10,2557.809959
4.46,12,2559.643646
2.48,7,2560.853665
4.44,19,2564.298015
5.67,18,2567.801668
3.82,17,2570.784304
5.4,17,2574.236978
6.44,15,2576.871979
5.82,13,2579.002584
5.75,8,2580.700316
3.42,10,2582.46998
8.3,14,2585.132649
6.14,19,2588.191344
5.76,14,2590.807014
6.5,17,2594.257997
5.84,17,2597.280689
5.58,12,2599.081323
4.45,11,2601.599986
4.4,14,2603.500617
4.4,13,2606.391284
4.53,16,2609.080933
5.7,14,2611.710279
4.62,13,2614.323581
6.35,8,2615.515599
4.6,16,2618.174257
3.04,15,2620.878933
2.72,12,2623.50224
3.18,12,2625.639914
6.04,17,2629.141602
5.9,16,2631.856609
5.0,20,2635.725457
5.54,13,2637.593702
6.0,12,2640.165741
5.44,15,2643.085711
3.81,15,2645.734736
5.4,10,2647.536723
6.41,17,2650.280702
7.0,14,2653.166701
5.16,17,2655.869703
6.28,20,2659.402724
4.67,11,2662.226723
5.65,10,2664.029715
6.9,14,2665.965729
5.0,13,2668.565722
4.28,13,2671.486703
5.68,13,2673.363707
7.0,13,2675.989702
5.06,12,2677.838724
8.6,14,2680.720724
3.42,17,2683.432704
7.8,16,2686.824727
5.98,19,2689.877704
4.7,11,2692.407376
3.0,13,2694.248394
3.54,11,2696.036415
5.8,16,2699.7394
7.1,17,2702.491404
5.44,17,2705.238386
6.0,14,2708.1514
6.38,19,2711.697401
5.72,17,2714.487375
4.15,10,2716.573386
5.04,14,2719.236396
5.66,15,2721.912379
4.0,9,2723.643399
5.0,11,2725.696379
6.54,16,2728.393378
5.3,13,2730.960396
4.32,13,2733.570379
5.84,16,2736.523396
4.36,11,2738.324396
3.66,12,2740.177399
5.41,14,2742.870378
5.2,9,2744.884374
4.52,16,2747.591378
7.0,16,2750.345374
6.54,20,2754.21831
6.3,16,2757.712027
5.13,14,2759.639027
4.72,15,2762.582186
5.77,16,2766.040828
4.0,11,2767.846474
6.2,11,2769.668092
3.48,15,2772.607085
5.24,20,2776.126792
4.72,15,2778.786448
5.3,20,2782.746098
5.29,14,2785.363775
4.1,12,2787.26546
6.22,15,2790.234137
6.15,12,2792.784478
5.72,14,2794.683125
2.12,5,2795.576123
3.8,11,2798.1218
5.12,11,2800.200462
5.25,16,2802.874804
4.24,11,2804.635801
4.55,15,2807.299441
6.45,13,2810.147401
2.66,12,2812.041776
5.28,21,2815.593476
7.6,14,2818.469506
6.94,14,2821.125772
3.47,12,2822.968442
6.36,15,2825.627123
7.28,19,2829.388747
5.46,20,2832.946768
6.7,16,2835.937404
3.6,10,2837.707097
2.84,14,2840.313757
4.41,12,2842.849074
6.72,23,2846.66642
5.81,17,2850.122092
6.31,14,2852.007077
4.8,11,2854.8161
