# {"t_start": 1765801489.2751834, "env_id": "Bpp-v0"} 
r,l,t
4.44,11,422.605614
3.72,12,425.458288
2.78,10,427.221974
5.28,19,430.754349
3.8,9,431.766306
5.08,14,434.736675
3.56,10,436.514332
3.32,10,438.303328
5.12,14,440.981971
4.4,9,442.79468
4.0,12,444.873978
5.36,17,448.38838
1.64,7,449.375343
4.3,7,450.334005
6.15,11,453.14866
3.8,10,454.951005
2.18,8,455.944025
2.45,11,457.778669
3.22,9,459.504692
3.23,8,461.26333
2.76,9,463.337044
3.52,11,465.202693
0.97,6,466.140331
4.12,10,467.923331
3.16,11,469.732047
3.52,14,472.682383
5.28,17,475.486693
1.58,8,477.233672
1.44,6,478.20434
3.2,6,479.196352
4.8,15,482.188018
4.3,11,484.784829
3.15,11,486.595495
4.76,17,489.387494
5.58,15,492.389791
6.0,13,495.018136
3.03,11,496.837792
1.6,9,498.601465
4.76,16,501.523492
3.96,13,504.168147
4.7,16,506.888474
2.8,10,508.936238
6.0,15,511.599488
5.44,19,515.153865
3.8,10,516.968549
3.28,10,518.992549
2.9,12,520.871256
1.92,7,521.836259
2.04,10,523.681244
3.97,11,526.293137
5.28,19,529.397104
3.83,11,532.005432
6.8,18,534.740832
3.64,10,536.80427
5.02,15,539.470933
3.8,11,541.277673
3.98,9,543.003671
2.5,5,543.897319
8.0,19,547.687642
3.0,10,549.463622
3.66,12,551.308943
7.36,19,555.156363
4.18,19,558.744641
1.5,8,560.463641
5.34,18,563.285272
5.06,13,566.221631
3.04,8,567.252626
2.96,14,569.927959
3.4,8,571.670332
5.0,14,574.605633
5.16,13,576.463633
2.9,12,579.055286
3.32,9,580.073934
4.0,14,583.005589
4.8,14,585.643939
3.86,13,588.239945
5.6,12,590.082619
5.42,20,593.949928
3.0,12,595.825253
5.4,14,598.559911
5.0,14,601.517618
4.73,11,603.354506
2.58,7,605.058841
3.92,10,606.905529
4.41,13,608.801509
2.94,9,610.871759
4.0,15,613.550472
4.0,11,615.356126
2.17,8,617.0798
5.6,11,618.932486
0.94,6,620.097475
4.19,10,621.876194
4.62,11,623.715196
4.6,10,625.474517
5.4,15,628.195836
4.05,16,631.883103
4.22,13,633.750783
3.6,8,635.537496
3.5,7,636.482509
3.04,10,638.505139
2.22,6,639.421117
3.72,10,641.261742
3.04,11,643.880404
3.1,15,646.561657
7.0,11,648.653295
5.2,13,650.52895
3.45,11,653.083666
2.52,11,654.913328
3.73,11,657.008308
5.73,16,659.69031
3.18,9,661.43475
5.9,15,664.087378
5.72,12,666.196057
2.0,9,667.966762
4.24,15,670.652041
3.1,11,672.483038
3.26,9,674.251755
4.6,13,677.207082
3.2,13,679.081732
4.96,14,681.728408
5.78,16,684.693659
3.2,8,686.448658
4.67,18,690.010996
3.6,11,691.856334
4.2,14,694.816143
6.4,11,696.638812
1.92,8,697.645812
5.0,11,700.177973
3.64,11,702.029952
3.16,12,704.136625
5.04,11,705.963957
4.72,12,708.530967
4.36,19,712.326956
6.35,12,714.196929
5.24,13,716.869259
4.12,9,717.882943
4.68,14,720.846613
4.6,9,722.984301
4.17,11,724.946584
6.2,11,726.871256
5.06,13,729.593896
5.78,21,733.808236
7.45,14,736.483809
6.5,14,739.099028
6.9,10,741.151004
4.28,13,743.021849
5.9,14,745.649156
7.95,13,748.225475
5.7,11,750.292124
3.63,15,752.950786
5.0,8,754.624069
5.8,14,756.55207
5.4,17,760.337888
3.2,9,762.122846
6.5,12,763.994528
5.32,15,766.657479
5.5,11,768.758131
3.24,11,770.5878
3.87,13,773.230443
3.58,10,775.01986
4.62,17,778.01955
5.79,18,781.49674
2.9,8,783.20274
5.42,13,785.062805
4.26,17,788.799496
4.0,10,790.576826
4.42,14,792.475913
5.2,11,795.027257
5.8,9,796.268907
2.0,10,798.093221
5.0,11,800.640889
7.3,16,803.362562
2.4,9,805.385052
6.17,14,807.299033
6.06,19,810.845747
5.8,12,813.433747
3.48,14,815.595039
4.56,15,818.29969
6.3,13,820.924421
4.64,16,823.875093
5.22,11,825.682936
7.7,16,829.104593
4.2,15,831.833979
5.24,14,833.999952
5.4,16,837.462346
3.06,10,839.265982
3.76,16,842.250639
3.56,11,844.048329
4.16,10,845.851033
5.0,10,847.633691
3.6,13,850.301033
5.92,15,853.250709
1.82,9,854.263689
3.26,11,856.849374
6.25,13,858.693547
4.25,7,860.634526
3.9,14,862.494253
4.42,12,865.082521
2.95,8,866.079523
3.4,13,868.685819
3.76,12,870.76817
4.0,8,872.464167
5.9,9,874.188807
3.2,10,875.973428
6.4,11,877.813114
5.26,23,882.520786
5.32,16,885.257596
4.66,13,887.183775
3.87,13,890.031417
8.0,15,892.71176
3.42,11,894.500733
5.04,14,897.423065
3.72,12,899.266752
5.7,16,902.722408
5.99,15,905.395736
5.95,15,908.30745
4.58,20,911.85878
5.65,10,913.615455
3.2,8,914.603106
4.51,10,916.616233
3.68,12,919.214915
5.41,13,921.107925
6.0,10,922.879533
5.13,16,925.90184
4.85,15,928.601192
2.68,14,931.245573
5.76,13,934.13428
5.52,20,937.742546
5.36,22,941.330188
5.46,16,944.299846
4.65,19,947.783097
4.46,13,950.426461
4.8,15,953.3771
4.45,13,955.253417
4.76,11,957.842058
6.2,10,959.787729
3.63,11,961.833305
3.9,12,963.696986
1.8,7,965.392636
5.24,18,968.1783
4.08,13,971.094694
6.0,12,972.948363
3.04,9,974.709012
4.9,13,977.363617
4.64,19,980.497268
4.76,14,983.128937
5.98,14,985.724224
4.4,10,987.476202
4.25,12,989.596541
6.75,10,991.396884
3.16,9,993.159904
5.33,15,995.845269
3.6,12,998.700928
4.2,12,1000.57358
3.9,12,1002.422581
3.5,13,1005.083489
4.33,15,1008.077752
5.86,16,1010.806749
3.9,11,1012.652777
5.3,13,1015.268753
5.15,8,1017.282751
4.12,14,1019.223753
5.12,16,1022.698872
6.9,19,1025.482164
3.35,9,1027.463869
5.15,8,1029.199844
5.04,18,1031.92219
4.6,15,1034.596853
3.5,9,1036.575161
3.8,10,1038.34514
4.96,15,1041.038816
3.44,10,1042.820464
5.68,15,1045.789123
5.2,16,1048.526485
4.75,10,1050.324175
1.52,8,1052.082829
7.0,16,1055.073866
5.9,13,1057.703007
3.85,11,1059.515001
6.86,15,1062.220619
4.43,17,1065.220016
4.02,12,1067.808638
6.5,10,1069.583304
6.8,13,1071.480974
4.45,10,1073.489686
4.17,11,1076.012979
2.6,10,1077.766695
4.6,8,1078.749692
4.74,13,1081.576361
3.64,14,1084.224984
5.6,12,1086.066644
5.0,11,1087.889317
4.18,14,1090.795743
3.82,18,1094.33341
5.88,16,1097.077706
3.72,15,1100.03036
6.25,13,1101.876021
4.21,12,1104.435046
4.2,11,1106.238379
5.42,18,1110.027631
7.32,24,1113.697541
4.08,12,1116.266191
5.65,19,1120.076524
4.44,13,1121.940544
3.8,7,1123.659208
3.38,11,1125.472387
2.88,11,1127.525069
7.4,12,1129.381764
2.2,10,1131.130456
5.44,20,1134.670809
6.83,17,1138.701069
3.2,10,1140.919969
3.86,12,1142.946943
4.45,14,1145.91006
5.9,13,1149.069621
3.38,12,1151.017927
3.44,12,1152.929569
4.84,13,1155.733871
5.4,13,1158.836462
5.8,11,1160.831463
4.4,12,1162.798136
3.04,10,1164.722804
4.32,17,1168.605113
4.85,12,1170.485271
7.96,16,1173.385924
3.5,9,1175.306159
5.07,12,1177.505822
5.12,15,1180.256511
3.12,11,1182.777206
6.2,13,1184.629191
3.24,11,1186.665448
6.28,21,1190.926765
3.79,11,1192.705435
3.6,13,1194.824738
7.2,15,1197.472763
3.35,7,1199.169954
4.16,15,1201.872619
6.16,19,1205.724551
3.6,12,1207.584202
4.3,10,1209.371223
7.35,14,1212.042544
4.6,12,1214.14917
5.52,15,1216.832478
8.1,19,1220.429145
3.46,9,1222.448812
3.78,11,1224.251812
4.64,9,1225.976149
3.52,14,1228.574862
2.93,10,1230.425522
3.72,12,1232.522166
4.44,19,1236.061502
5.44,15,1238.905144
4.5,12,1241.145817
3.12,10,1243.054426
6.25,11,1245.066755
5.24,15,1247.961421
4.36,16,1251.910991
5.36,16,1254.717638
4.2,12,1256.673376
6.55,11,1258.487072
4.6,15,1261.492676
2.28,7,1263.18767
5.3,16,1265.874591
7.3,14,1268.490247
4.92,12,1270.533561
4.8,14,1273.135196
5.54,15,1275.776474
5.6,16,1278.699206
6.5,14,1281.384204
6.0,18,1284.897193
5.75,11,1286.745168
5.06,15,1289.689011
4.2,11,1291.548923
6.36,17,1294.339582
3.47,10,1296.174253
5.5,13,1299.102899
3.62,13,1301.785579
4.04,14,1303.710272
4.8,11,1306.496533
6.3,13,1308.325533
5.32,16,1311.027828
4.92,18,1314.53148
3.72,9,1316.519638
6.0,16,1319.317388
6.0,17,1322.102052
2.16,11,1324.950261
5.4,14,1326.885908
4.94,16,1330.358211
4.0,10,1332.183231
2.63,13,1334.34489
5.24,18,1337.875265
5.3,11,1339.700917
0.18,2,1339.764892
2.72,18,1343.537581
5.88,13,1346.090896
3.6,11,1347.892577
6.7,13,1349.751561
2.89,9,1351.513883
6.32,18,1355.256223
3.8,12,1357.096877
4.36,13,1359.685518
5.0,18,1362.755135
4.48,8,1364.502116
4.42,12,1366.326867
4.06,13,1368.974566
3.84,12,1371.100226
4.72,15,1373.768207
4.58,17,1377.260226
5.9,12,1379.102207
4.76,19,1382.923032
5.2,14,1385.553984
6.22,17,1388.305638
5.29,14,1391.174054
4.38,15,1393.83872
6.04,17,1396.548021
4.92,14,1399.409684
5.4,12,1401.965356
4.95,12,1403.799363
7.8,13,1406.443643
5.6,22,1410.309926
4.65,14,1412.930641
4.7,19,1416.735651
5.0,10,1418.54063
5.58,16,1421.276318
3.56,10,1423.085944
4.35,13,1424.966969
3.4,12,1427.836315
5.16,16,1430.519592
3.0,12,1432.381292
3.24,11,1435.200637
5.52,18,1437.95228
4.14,14,1440.605907
5.24,12,1442.426866
5.16,15,1445.371887
6.65,13,1448.014558
5.2,14,1450.710839
4.36,13,1452.612507
4.39,10,1454.637506
3.0,10,1456.430794
6.24,19,1459.943459
3.28,14,1462.857104
5.0,14,1465.535513
5.7,19,1469.088134
5.46,19,1472.170505
4.35,16,1475.576807
3.3,11,1477.391438
2.44,11,1479.192432
5.23,15,1482.119046
5.8,18,1485.600837
4.72,13,1487.460836
4.12,10,1489.310862
4.44,17,1493.095843
4.2,12,1494.954858
6.03,15,1497.651839
4.0,15,1500.618837
5.6,12,1502.476838
6.64,20,1506.066458
7.1,12,1508.88047
4.0,10,1510.655485
4.58,17,1513.366469
3.52,11,1515.182458
4.96,16,1518.913478
4.46,13,1520.768465
4.44,16,1523.467479
5.0,10,1525.233492
4.5,19,1529.023461
5.66,11,1530.869458
5.08,12,1533.480483
7.45,11,1535.305457
4.16,14,1538.25448
5.76,15,1541.137478
5.0,10,1542.948293
4.44,12,1544.851293
2.64,7,1546.790934
4.8,11,1548.650602
5.32,13,1550.538256
5.6,13,1553.161518
3.62,11,1555.228866
5.4,13,1557.860502
5.54,17,1560.658274
5.99,12,1563.230235
2.12,8,1564.479931
3.8,12,1567.057902
8.0,15,1569.770566
5.74,20,1573.611887
6.9,13,1575.486532
4.0,11,1577.317177
5.52,17,1580.772854
5.53,16,1583.802521
4.04,12,1585.657822
7.0,19,1589.177455
2.0,10,1590.986771
4.65,8,1592.968797
5.5,17,1595.690142
4.22,12,1598.265791
5.56,17,1601.314256
5.04,23,1605.726077
3.56,14,1607.629079
5.25,10,1609.452702
6.25,11,1612.264057
4.98,17,1615.018414
5.7,13,1617.658748
5.8,11,1619.784763
4.25,12,1621.654845
6.6,14,1624.308481
3.47,15,1626.995437
5.0,13,1629.870061
4.86,14,1631.747722
5.31,16,1635.169074
5.59,16,1638.116717
2.0,10,1639.887353
4.35,14,1642.493022
2.88,8,1643.473
4.02,11,1645.261335
4.6,16,1648.999609
6.56,18,1651.745084
2.28,7,1653.422103
6.02,15,1656.392385
7.0,14,1658.308104
4.72,9,1660.086744
7.75,17,1663.607922
4.02,11,1665.666312
4.32,12,1667.49434
4.12,12,1670.060006
5.04,17,1672.786363
2.0,12,1674.857007
3.08,14,1677.477725
6.1,14,1680.120348
6.3,11,1681.912973
5.32,15,1684.827243
3.21,11,1686.652601
5.61,16,1690.12325
3.8,16,1693.133532
6.32,21,1696.823024
4.86,13,1699.460694
5.74,14,1701.394696
4.76,13,1704.257375
5.8,18,1707.74536
3.72,11,1709.558388
4.22,14,1712.443679
4.96,14,1714.386338
5.05,20,1717.924622
5.12,11,1720.70825
5.85,15,1723.405933
3.76,13,1725.278132
5.04,14,1727.936558
6.8,14,1730.850885
3.48,10,1732.641486
4.54,12,1734.502485
4.59,12,1737.096847
4.54,16,1740.26852
5.0,12,1742.167026
4.04,10,1743.945658
3.6,15,1746.715599
5.48,15,1749.671263
4.04,14,1752.303981
4.52,12,1754.116636
4.5,16,1757.793991
6.82,16,1760.519119
4.11,11,1762.317779
5.36,22,1765.97008
5.48,17,1769.780745
4.78,14,1772.459041
6.64,12,1774.274697
4.53,15,1777.277021
3.83,11,1779.100998
6.16,22,1783.561598
4.73,12,1785.695894
5.02,11,1787.520894
5.0,10,1789.31257
3.51,10,1791.084176
4.48,14,1793.736822
6.5,19,1797.50014
2.94,10,1799.309787
6.9,13,1801.185167
4.4,19,1805.029551
4.52,15,1807.690887
4.36,12,1810.294136
4.48,11,1812.173136
5.66,17,1815.15174
6.08,18,1818.701734
4.38,18,1821.505733
2.72,6,1823.42138
4.68,14,1825.356683
5.52,13,1827.964363
2.68,9,1829.706382
4.7,10,1831.735735
4.72,12,1833.606337
7.0,15,1836.255975
4.76,12,1838.83163
6.0,14,1841.005322
4.5,19,1844.496972
6.0,18,1847.945936
4.92,13,1850.100591
5.42,17,1853.597883
5.86,14,1856.226231
6.52,20,1860.098923
7.0,14,1861.994578
4.87,14,1864.651215
5.75,12,1867.279244
3.71,15,1870.235613
5.48,14,1872.125607
2.92,10,1873.888237
5.48,16,1877.530545
5.74,13,1879.398199
6.58,21,1882.998863
4.96,13,1885.626204
6.95,13,1888.498852
3.84,13,1890.371475
5.16,19,1893.958833
4.48,16,1896.929182
3.64,11,1898.778158
4.84,21,1903.139522
4.16,10,1905.2135
6.3,16,1907.952809
6.48,20,1911.528455
5.6,11,1913.358431
3.8,13,1916.211467
1.56,6,1917.134454
6.4,26,1921.584456
3.27,12,1923.689441
3.09,8,1925.388095
7.0,18,1928.887114
5.28,12,1930.724113
4.85,9,1932.74312
3.38,14,1935.399106
5.32,15,1938.080124
6.9,14,1939.996093
3.58,13,1942.883114
6.12,19,1946.442636
6.68,15,1949.133255
5.38,14,1951.967551
3.96,11,1953.785233
4.96,13,1955.634904
4.14,16,1959.102563
6.78,15,1961.991173
3.68,9,1962.996844
5.26,22,1967.324083
3.0,13,1969.501704
3.0,9,1971.253354
4.22,11,1973.076014
5.62,18,1976.640303
4.0,8,1978.662005
4.73,11,1980.507985
5.4,19,1983.999298
6.45,12,1985.866582
5.4,18,1989.709817
6.3,12,1991.552485
5.05,20,1995.119123
5.66,16,1998.106794
2.64,14,2000.719795
4.46,12,2002.535804
4.0,9,2004.284793
5.5,12,2007.149814
5.82,16,2009.815792
3.72,15,2012.530616
6.8,15,2015.504911
5.2,16,2018.213593
2.64,9,2019.983285
6.92,20,2023.560442
5.2,15,2026.496759
5.08,15,2029.213398
4.81,11,2031.041061
4.44,14,2033.937672
5.52,17,2036.619929
3.86,16,2039.345645
3.05,13,2042.006261
4.93,16,2044.984967
2.2,9,2046.731295
6.0,13,2049.360313
5.28,14,2051.304615
5.4,15,2054.248391
3.3,14,2056.935652
2.96,9,2058.689301
6.05,16,2061.645953
4.96,14,2064.259932
6.36,21,2068.029951
5.6,14,2071.064869
5.08,22,2074.675522
4.28,12,2077.259845
4.0,12,2079.119856
6.18,18,2082.873165
4.54,12,2084.687165
6.16,13,2087.257024
5.84,18,2090.253283
5.58,15,2092.91994
3.52,12,2095.529264
4.64,11,2097.368258
6.76,18,2101.168638
6.6,12,2103.044659
5.8,16,2105.793614
5.25,13,2108.698305
6.44,22,2112.332648
3.99,12,2114.880327
4.88,17,2117.905649
5.24,15,2120.561287
4.1,11,2122.353991
5.4,12,2124.917708
3.96,16,2127.851022
5.5,16,2130.555646
5.46,18,2134.088211
5.45,11,2136.201855
3.52,12,2138.095532
5.15,12,2140.716166
4.7,16,2143.502796
5.7,10,2145.568467
3.84,15,2148.288651
6.0,12,2150.135321
6.28,17,2153.905613
4.42,11,2155.706941
5.03,15,2158.334594
6.56,16,2161.055249
5.96,15,2163.999923
6.72,15,2166.668854
5.04,17,2169.406837
6.7,11,2172.25313
4.32,14,2174.183825
3.95,13,2176.805108
6.14,17,2179.534783
1.56,6,2181.484762
4.2,9,2182.485428
9.4,14,2185.189101
5.38,11,2187.04279
5.18,16,2190.7847
4.0,8,2191.752676
6.95,12,2194.325335
5.94,18,2197.075665
6.0,14,2199.9743
7.28,25,2204.420908
5.0,10,2206.18087
3.61,13,2209.000551
3.04,12,2210.849215
4.4,13,2213.495871
4.6,13,2215.384479
5.91,16,2218.354745
7.6,14,2221.097373
5.8,14,2223.726046
7.46,23,2228.388021
6.44,19,2231.23131
3.28,13,2233.817022
5.86,13,2236.69629
4.32,15,2239.390986
4.8,11,2241.167966
5.0,13,2243.035604
4.98,17,2246.798934
6.48,17,2249.519546
4.32,11,2251.354874
6.2,14,2254.083563
4.5,15,2257.136033
3.35,13,2259.803786
5.2,14,2262.465828
4.5,13,2264.6484
5.12,14,2267.350766
4.16,12,2269.223456
4.7,16,2272.678722
5.3,18,2275.661364
5.58,16,2278.345658
6.64,21,2282.933283
3.42,13,2284.797635
5.36,16,2287.435887
5.9,17,2290.905227
6.63,19,2294.738902
2.1,6,2295.66255
8.1,12,2297.483662
5.08,19,2301.335795
5.12,16,2304.058403
5.93,13,2306.735751
7.0,15,2309.628202
5.34,24,2314.330184
3.96,15,2316.973464
4.87,12,2318.845726
7.4,13,2321.681974
5.4,8,2322.657624
5.48,14,2325.258598
5.84,16,2327.982518
3.8,11,2330.026653
7.25,9,2331.743036
5.78,19,2335.288682
4.24,12,2337.167382
6.32,21,2341.789663
5.8,18,2344.553309
4.56,16,2347.558311
3.84,12,2350.148956
4.31,13,2352.07459
4.4,13,2354.721227
6.04,21,2358.516561
5.92,17,2361.96889
2.07,6,2362.903916
6.16,16,2365.869209
3.52,15,2368.566922
5.56,19,2372.080833
5.6,12,2373.951498
2.28,8,2375.92019
5.79,15,2378.642845
3.78,8,2379.646482
4.6,11,2382.199484
5.5,14,2384.40511
7.16,14,2387.043432
5.04,15,2389.729119
6.14,19,2393.610423
6.24,17,2396.332798
5.85,13,2398.950424
4.94,13,2401.596068
5.55,17,2404.566736
4.4,14,2407.169739
7.8,17,2409.883412
6.5,12,2412.725682
6.88,18,2415.491701
5.8,14,2418.11897
5.8,17,2421.11163
8.1,15,2423.795311
5.66,17,2427.285657
5.6,14,2430.167328
5.8,19,2432.953658
6.1,19,2436.508035
3.45,11,2438.3597
5.52,15,2441.263375
4.28,18,2444.745034
2.84,12,2446.583258
4.8,9,2448.681868
5.16,14,2451.78227
6.75,11,2453.613859
6.0,11,2455.41788
5.0,6,2457.098063
5.14,15,2460.081789
3.65,8,2461.07279
6.2,14,2463.680413
5.2,17,2466.433052
5.4,15,2469.366374
5.26,15,2472.04372
4.51,12,2474.636368
4.5,22,2478.462629
5.08,13,2481.022302
3.82,15,2483.624018
3.86,17,2486.565669
6.36,21,2490.048979
5.94,19,2493.537636
6.12,20,2497.362297
3.36,15,2500.036613
5.28,16,2502.773271
5.3,12,2505.618887
5.24,15,2508.290561
2.0,8,2509.295215
5.0,19,2513.446983
7.55,14,2516.067426
5.88,18,2519.53276
4.83,15,2522.454983
5.0,12,2524.288952
6.12,22,2527.893327
5.25,14,2530.558937
5.12,21,2534.396916
4.16,13,2537.031794
5.16,14,2539.730487
5.0,16,2542.679795
4.92,18,2546.18947
5.78,17,2548.98088
4.78,13,2551.880198
5.72,17,2554.651844
3.93,11,2556.412819
5.36,14,2559.316506
6.0,11,2561.087873
5.0,17,2564.517493
3.42,18,2567.302186
6.4,15,2570.184508
5.05,10,2571.970213
5.56,16,2574.621836
5.52,18,2578.373443
5.35,9,2580.118191
4.1,12,2581.936516
4.27,18,2585.475186
6.0,15,2588.39286
7.45,12,2590.214534
1.5,6,2591.112847
3.1,11,2593.677531
4.01,13,2595.832563
4.73,15,2598.449184
5.88,20,2601.992472
6.5,14,2604.912146
3.65,13,2607.504796
4.61,14,2609.414451
5.16,20,2612.96044
3.36,11,2615.691104
6.48,16,2618.393812
6.38,21,2622.067101
4.44,12,2624.193774
6.62,19,2627.751493
3.0,11,2629.580474
6.56,19,2633.418294
6.88,15,2636.083585
4.4,10,2637.856594
6.92,18,2641.606573
5.92,15,2644.255598
5.68,15,2646.953573
4.0,10,2648.732589
4.52,17,2651.720584
5.95,9,2653.462584
5.94,18,2656.912564
8.1,17,2659.909588
5.18,13,2662.550576
4.77,16,2665.298563
6.6,14,2667.951563
4.29,19,2671.034565
5.68,13,2673.668585
7.1,15,2676.332574
3.66,14,2679.212563
4.25,13,2681.064563
5.9,13,2683.656564
4.6,9,2685.375562
5.2,13,2687.525593
6.0,14,2690.135583
4.2,16,2692.799237
6.49,16,2696.458236
3.05,16,2699.200261
6.0,16,2701.909238
5.5,18,2705.679237
4.78,12,2707.529257
5.5,10,2709.323237
8.2,12,2711.187256
5.42,14,2713.89926
5.7,11,2715.994238
4.76,14,2718.654256
5.18,12,2721.218241
3.9,9,2722.223256
6.0,19,2725.97927
5.16,16,2728.661275
6.3,9,2730.401262
4.22,12,2733.22226
3.64,10,2735.014269
6.9,15,2737.679255
6.68,18,2740.478238
3.5,17,2744.257235
5.35,12,2746.076257
4.68,15,2748.799272
6.02,20,2752.6822
5.15,8,2754.400196
5.44,18,2757.2429
4.9,16,2759.972391
5.32,15,2762.875669
3.64,15,2765.569318
7.5,14,2768.218972
4.56,13,2771.094979
4.3,14,2773.716648
9.4,16,2776.373646
4.2,12,2778.297311
5.56,15,2781.29594
4.4,13,2783.884637
5.9,19,2787.507317
5.04,18,2790.525668
5.55,18,2793.997984
2.98,14,2796.642661
5.4,13,2798.780325
3.75,11,2800.571345
6.96,18,2803.997283
7.02,21,2807.803971
4.8,15,2810.562638
5.4,19,2814.055705
6.8,10,2816.071355
4.92,16,2818.769984
4.22,16,2821.489303
3.9,7,2823.166961
3.14,11,2825.214941
1.64,8,2826.936587
7.1,14,2828.839608
7.05,13,2831.436607
2.37,6,2832.362292
4.58,17,2836.104971
5.84,21,2839.651245
5.31,14,2842.23594
6.22,17,2845.156282
4.6,16,2847.844957
4.6,11,2849.653604
4.86,14,2852.52494
2.88,11,2854.328962
